Frame,EAR,Blinks,Blink_STD,Pupil_Delta,Gaze_Instability,AU_Score,AU_StressPoints,Stress_Score
444,0.32,28,1.12,0.19,3.0286,0.79,2.2,3
445,0.33,28,1.12,0.19,3.0254,0.79,2.2,3
446,0.32,28,1.12,0.19,3.0223,0.79,2.2,3
447,0.32,28,1.12,0.19,3.0191,0.79,2.2,3
448,0.15,29,1.10,0.19,3.0171,0.79,2.2,3
449,0.30,29,1.10,0.19,3.0150,0.79,2.2,3
450,0.33,29,1.10,0.19,3.0131,0.79,2.2,3
451,0.35,29,1.10,0.19,3.0111,0.79,2.2,3
452,0.33,29,1.10,0.19,3.0090,0.79,2.2,3
453,0.13,30,1.09,0.19,3.0074,0.79,2.2,3
454,0.21,30,1.09,0.19,3.0051,0.79,2.2,3
455,0.25,30,1.09,0.19,3.0027,0.79,2.2,3
456,0.14,31,1.08,0.19,3.0005,0.79,2.2,3
457,0.05,31,1.08,0.19,2.9990,0.79,2.2,3
458,0.12,31,1.08,0.19,2.9982,0.79,2.2,3
459,0.23,31,1.08,0.19,3.0025,0.79,2.2,3
460,0.16,32,1.07,0.19,3.0146,0.79,2.2,3
461,0.16,32,1.07,0.19,3.0606,0.79,2.2,3
462,0.27,32,1.07,0.19,3.1309,0.79,2.2,3
463,0.18,33,1.06,0.19,3.1822,0.79,2.2,3
464,0.19,33,1.06,0.19,3.2289,0.79,2.2,3
465,0.39,33,1.06,0.19,3.2888,0.79,2.2,3
466,0.28,33,1.06,0.19,3.3343,0.79,2.2,3
467,0.29,33,1.06,0.19,3.3461,0.59,2.2,3
468,0.29,33,1.06,0.19,3.3637,0.59,2.2,3
469,0.28,33,1.06,0.19,3.3905,0.59,2.2,3
470,0.31,33,1.06,0.19,3.4353,0.59,2.2,3
471,0.28,33,1.06,0.19,3.4917,0.59,2.2,3
472,0.22,33,1.06,0.19,3.5084,0.59,2.2,3
473,0.21,33,1.06,0.19,3.5090,0.59,2.2,3
474,0.46,33,1.06,0.20,3.5107,0.59,2.2,3
475,-,33,0.00,0.00,0.0000,0.59,2.2,3
476,0.18,34,1.04,0.20,3.5119,0.59,2.2,3
477,0.29,34,1.04,0.20,3.5131,0.59,2.2,3
478,0.33,34,1.04,0.20,3.5114,0.59,2.2,3
479,0.28,34,1.04,0.20,3.5117,0.59,2.2,3
480,0.34,34,1.04,0.20,3.5164,0.59,2.2,3
481,0.34,34,1.04,0.20,3.5268,0.59,2.2,3
482,0.31,34,1.04,0.20,3.5306,0.59,2.2,3
483,0.36,34,1.04,0.20,3.5398,0.59,2.2,3
484,0.33,34,1.04,0.20,3.5532,0.59,2.2,3
485,0.36,34,1.04,0.20,3.5632,0.59,2.2,3
486,0.30,34,1.04,0.20,3.5764,0.59,2.2,3
487,0.30,34,1.04,0.20,3.6027,0.59,2.2,3
488,0.35,34,1.04,0.20,3.6364,0.59,2.2,3
489,0.37,34,1.04,0.20,3.6643,0.59,2.2,3
490,0.31,34,1.04,0.20,3.7027,0.59,2.2,3
491,0.33,34,1.04,0.20,3.7338,0.59,2.2,3
492,0.32,34,1.04,0.20,3.7521,0.59,2.2,3
493,0.35,34,1.04,0.20,3.7665,0.59,2.2,3
494,0.03,35,1.04,0.20,3.7802,0.59,2.2,3
495,0.04,35,1.04,0.20,3.7925,0.59,2.2,3
496,0.30,35,1.04,0.20,3.8040,0.59,2.2,3
497,0.31,35,1.04,0.20,3.8158,0.59,2.2,3
498,0.33,35,1.04,0.20,3.8271,0.23,0.0,0
499,0.33,35,1.04,0.20,3.8378,0.23,0.0,0
500,0.35,35,1.04,0.20,3.8479,0.23,0.0,0
501,0.35,35,1.04,0.20,3.8581,0.23,0.0,0
502,0.34,35,1.04,0.20,3.8678,0.23,0.0,0
503,0.36,35,1.04,0.20,3.8759,0.23,0.0,0
504,0.10,36,1.02,0.20,3.8858,0.23,0.0,0
505,0.25,36,1.02,0.20,3.8947,0.23,0.0,0
506,0.32,36,1.02,0.20,3.9063,0.23,0.0,0
507,0.32,36,1.02,0.20,3.9177,0.23,0.0,0
508,0.30,36,1.02,0.20,3.9289,0.23,0.0,0
509,0.32,36,1.02,0.20,3.9403,0.23,0.0,0
510,0.34,36,1.02,0.20,3.9542,0.23,0.0,0
511,0.33,36,1.02,0.20,3.9682,0.23,0.0,0
512,0.33,36,1.02,0.20,3.9677,0.23,0.0,0
513,0.06,37,1.01,0.20,3.9673,0.84,1.5,3
514,0.26,37,1.01,0.20,3.9678,0.84,1.5,3
515,0.31,37,1.01,0.20,3.9676,0.84,1.5,3
516,0.31,37,1.01,0.20,3.9691,0.84,1.5,3
517,0.35,37,1.01,0.20,3.9742,0.84,1.5,3
518,0.34,37,1.01,0.20,3.9793,0.84,1.5,3
519,0.33,37,1.01,0.20,3.9834,0.84,1.5,3
520,0.09,38,1.00,0.20,3.9841,0.84,1.5,3
521,0.30,38,1.00,0.20,3.9870,0.84,1.5,3
522,0.32,38,1.00,0.20,3.9897,0.84,1.5,3
523,0.02,39,0.99,0.20,3.9899,0.84,1.5,3
524,0.20,39,0.99,0.20,3.9904,0.84,1.5,3
525,0.33,39,0.99,0.20,3.9917,0.84,1.5,3
526,0.34,39,0.99,0.20,3.9938,0.84,1.5,3
527,0.36,39,0.99,0.20,3.9975,0.84,1.5,3
528,0.38,39,0.99,0.20,4.0024,0.84,1.5,3
529,0.35,39,0.99,0.20,4.0107,0.84,1.5,3
530,0.38,39,0.99,0.20,4.0204,0.84,1.5,3
531,0.34,39,0.99,0.20,4.0218,0.84,1.5,3
532,0.02,40,0.98,0.20,4.0242,0.57,1.5,3
533,0.27,40,0.98,0.20,4.0308,0.57,1.5,3
534,0.34,40,0.98,0.20,4.0374,0.57,1.5,3
535,0.35,40,0.98,0.20,4.0420,0.57,1.5,3
536,0.32,40,0.98,0.20,4.0458,0.57,1.5,3
537,0.34,40,0.98,0.20,4.0477,0.57,1.5,3
538,0.36,40,0.98,0.20,4.0484,0.57,1.5,3
539,0.37,40,0.98,0.20,4.0493,0.57,1.5,3
540,0.38,40,0.98,0.20,4.0509,0.57,1.5,3
541,0.38,40,0.98,0.20,4.0530,0.57,1.5,3
542,0.36,40,0.98,0.20,4.0568,0.57,1.5,3
543,0.36,40,0.98,0.20,4.0624,0.57,1.5,3
544,0.36,40,0.98,0.20,4.0708,0.57,1.5,3
545,0.35,40,0.98,0.20,4.0799,0.57,1.5,3
546,0.36,40,0.98,0.20,4.0857,0.57,1.5,3
547,0.35,40,0.98,0.20,4.0887,0.57,1.5,3
548,0.35,40,0.98,0.20,4.0919,0.57,1.5,3
549,0.05,41,0.97,0.20,4.0944,0.57,1.5,3
550,0.02,41,0.97,0.20,4.0972,0.57,1.5,3
551,0.29,41,0.97,0.20,4.1010,0.58,2.2,3
552,0.34,41,0.97,0.20,4.1052,0.58,2.2,3
553,0.36,41,0.97,0.20,4.1093,0.58,2.2,3
554,0.36,41,0.97,0.20,4.1133,0.58,2.2,3
555,0.37,41,0.97,0.20,4.1172,0.58,2.2,3
556,0.36,41,0.97,0.20,4.1212,0.58,2.2,3
557,0.37,41,0.97,0.20,4.1250,0.58,2.2,3
558,0.37,41,0.97,0.20,4.1289,0.58,2.2,3
559,0.37,41,0.97,0.20,4.1326,0.58,2.2,3
560,0.38,41,0.97,0.20,4.1364,0.58,2.2,3
561,0.38,41,0.97,0.20,4.1402,0.58,2.2,3
562,0.38,41,0.97,0.20,4.1440,0.58,2.2,3
563,0.37,41,0.97,0.20,4.1476,0.58,2.2,3
564,0.37,41,0.97,0.20,4.1512,0.58,2.2,3
565,0.39,41,0.97,0.20,4.1548,0.58,2.2,3
566,0.39,41,0.97,0.20,4.1584,0.58,2.2,3
567,0.38,41,0.97,0.20,4.1620,0.58,2.2,3
568,0.38,41,0.97,0.20,4.1655,0.62,2.2,3
569,0.38,41,0.97,0.20,4.1689,0.62,2.2,3
570,0.38,41,0.97,0.20,4.1724,0.62,2.2,3
571,0.38,41,0.97,0.20,4.1758,0.62,2.2,3
572,0.38,41,0.97,0.20,4.1793,0.62,2.2,3
573,0.36,41,0.97,0.20,4.1821,0.62,2.2,3
574,0.36,41,0.97,0.20,4.1839,0.62,2.2,3
575,0.35,41,0.97,0.20,4.1838,0.62,2.2,3
576,0.38,41,0.97,0.20,4.1828,0.62,2.2,3
577,0.36,41,0.97,0.20,4.1822,0.62,2.2,3
578,0.34,41,0.97,0.20,4.1815,0.62,2.2,3
579,0.37,41,0.97,0.20,4.1806,0.62,2.2,3
580,0.36,41,0.97,0.20,4.1797,0.62,2.2,3
581,0.36,41,0.97,0.20,4.1789,0.62,2.2,3
582,0.35,41,0.97,0.20,4.1779,0.62,2.2,3
583,0.35,41,0.97,0.20,4.1769,0.62,2.2,3
584,0.34,41,0.97,0.20,4.1758,0.62,2.2,3
585,0.17,42,1.01,0.20,4.1742,0.62,2.2,3
586,0.09,42,1.01,0.20,4.1723,0.62,2.2,3
587,0.08,42,1.01,0.20,4.1701,0.56,0.7,2
588,0.09,42,1.01,0.20,4.1678,0.56,0.7,2
589,0.10,42,1.01,0.20,4.1656,0.56,0.7,2
590,0.07,42,1.01,0.20,4.1635,0.56,0.7,2
591,0.08,42,1.01,0.20,4.1629,0.56,0.7,2
592,0.21,42,1.01,0.20,4.1635,0.56,0.7,2
593,0.21,42,1.01,0.20,4.1640,0.56,0.7,2
594,0.23,42,1.01,0.20,4.1651,0.56,0.7,2
595,0.25,42,1.01,0.20,4.1667,0.56,0.7,2
596,0.22,42,1.01,0.20,4.1685,0.56,0.7,2
597,0.22,42,1.01,0.20,4.1705,0.56,0.7,2
598,0.22,42,1.01,0.20,4.1727,0.56,0.7,2
599,0.25,42,1.01,0.20,4.1760,0.56,0.7,2
600,0.32,42,1.01,0.20,4.1796,0.56,0.7,2
601,0.34,42,1.01,0.20,4.1829,0.56,0.7,2
602,0.36,42,1.01,0.20,4.1872,0.56,0.7,2
603,0.39,42,1.01,0.20,4.1918,0.56,0.7,2
604,0.37,42,1.01,0.20,4.1969,0.56,0.7,2
605,0.40,42,1.01,0.20,4.2009,0.65,3.4,3
606,0.38,42,1.01,0.20,4.2046,0.65,3.4,3
607,0.36,42,1.01,0.20,4.2063,0.65,3.4,3
608,0.36,42,1.01,0.20,4.2084,0.65,3.4,3
609,0.34,42,1.01,0.20,4.2094,0.65,3.4,3
610,0.30,42,1.01,0.20,4.2098,0.65,3.4,3
611,0.30,42,1.01,0.20,4.2113,0.65,3.4,3
612,0.29,42,1.01,0.20,4.2127,0.65,3.4,3
613,0.31,42,1.01,0.20,4.2135,0.65,3.4,3
614,0.28,42,1.01,0.20,4.2144,0.65,3.4,3
615,0.30,42,1.01,0.20,4.2156,0.65,3.4,3
616,0.28,42,1.01,0.20,4.2168,0.65,3.4,3
617,0.28,42,1.01,0.20,4.2177,0.65,3.4,3
618,0.27,42,1.01,0.20,4.2188,0.65,3.4,3
619,0.29,42,1.01,0.20,4.2191,0.65,3.4,3
620,0.28,42,1.01,0.20,4.2194,0.65,3.4,3
621,0.28,42,1.01,0.20,4.2196,0.65,3.4,3
622,0.28,42,1.01,0.20,4.2197,0.65,3.4,3
623,0.28,42,1.01,0.20,4.2197,0.00,0.0,0
624,0.27,42,1.01,0.20,4.2202,0.00,0.0,0
625,0.28,42,1.01,0.20,4.2206,0.00,0.0,0
626,0.27,42,1.01,0.20,4.2212,0.00,0.0,0
627,0.28,42,1.01,0.20,4.2216,0.00,0.0,0
628,0.28,42,1.01,0.20,4.2218,0.00,0.0,0
629,0.28,42,1.01,0.20,4.2221,0.00,0.0,0
630,0.28,42,1.01,0.20,4.2223,0.00,0.0,0
631,0.28,42,1.01,0.20,4.2225,0.00,0.0,0
632,0.29,42,1.01,0.20,4.2227,0.00,0.0,0
633,0.31,42,1.01,0.20,4.2229,0.00,0.0,0
634,0.33,42,1.01,0.20,4.2228,0.00,0.0,0
635,0.33,42,1.01,0.20,4.2226,0.00,0.0,0
636,0.33,42,1.01,0.20,4.2224,0.00,0.0,0
637,0.35,42,1.01,0.20,4.2227,0.00,0.0,0
638,0.36,42,1.01,0.20,4.2229,0.62,1.5,3
639,0.37,42,1.01,0.20,4.2230,0.62,1.5,3
640,0.36,42,1.01,0.20,4.2231,0.62,1.5,3
641,0.36,42,1.01,0.20,4.2231,0.62,1.5,3
642,0.36,42,1.01,0.20,4.2231,0.62,1.5,3
643,0.35,42,1.01,0.20,4.2235,0.62,1.5,3
644,0.36,42,1.01,0.20,4.2241,0.62,1.5,3
645,0.31,42,1.01,0.20,4.2250,0.62,1.5,3
646,0.34,42,1.01,0.20,4.2260,0.62,1.5,3
647,0.39,42,1.01,0.20,4.2270,0.62,1.5,3
648,0.38,42,1.01,0.20,4.2281,0.62,1.5,3
649,0.38,42,1.01,0.20,4.2291,0.62,1.5,3
650,0.10,43,1.26,0.20,4.2291,0.62,1.5,3
651,0.03,43,1.26,0.20,4.2298,0.62,1.5,3
652,0.24,43,1.26,0.20,4.2318,0.62,1.5,3
653,0.36,43,1.26,0.20,4.2335,0.62,1.5,3
654,0.37,43,1.26,0.20,4.2351,0.62,1.5,3
655,0.35,43,1.26,0.20,4.2366,0.62,1.5,3
656,0.06,44,1.25,0.20,4.2370,0.62,1.5,3
657,0.33,44,1.25,0.20,4.2381,0.49,1.5,3
658,0.35,44,1.25,0.20,4.2397,0.49,1.5,3
659,0.36,44,1.25,0.20,4.2417,0.49,1.5,3
660,0.40,44,1.25,0.20,4.2438,0.49,1.5,3
661,0.39,44,1.25,0.20,4.2461,0.49,1.5,3
662,0.40,44,1.25,0.20,4.2487,0.49,1.5,3
663,0.37,44,1.25,0.20,4.2512,0.49,1.5,3
664,0.39,44,1.25,0.20,4.2537,0.49,1.5,3
665,0.37,44,1.25,0.20,4.2563,0.49,1.5,3
666,0.38,44,1.25,0.20,4.2587,0.49,1.5,3
667,0.40,44,1.25,0.20,4.2610,0.49,1.5,3
668,0.38,44,1.25,0.20,4.2625,0.49,1.5,3
669,0.36,44,1.25,0.20,4.2636,0.49,1.5,3
670,0.38,44,1.25,0.20,4.2646,0.49,1.5,3
671,0.37,44,1.25,0.20,4.2657,0.49,1.5,3
672,0.36,44,1.25,0.20,4.2667,0.49,1.5,3
673,0.37,44,1.25,0.20,4.2676,0.49,1.5,3
674,0.38,44,1.25,0.20,4.2684,0.49,1.5,3
675,0.39,44,1.25,0.20,4.2692,0.60,3.4,3
676,0.36,44,1.25,0.20,4.2701,0.60,3.4,3
677,0.33,44,1.25,0.20,4.2708,0.60,3.4,3
678,0.07,45,1.24,0.20,4.2705,0.60,3.4,3
679,0.27,45,1.24,0.20,4.2707,0.60,3.4,3
680,0.32,45,1.24,0.20,4.2711,0.60,3.4,3
681,0.07,46,1.24,0.20,4.2709,0.60,3.4,3
682,0.23,46,1.24,0.20,4.2711,0.60,3.4,3
683,0.23,46,1.24,0.20,4.2714,0.60,3.4,3
684,0.25,46,1.24,0.20,4.2717,0.60,3.4,3
685,0.26,46,1.24,0.20,4.2722,0.60,3.4,3
686,0.23,46,1.24,0.20,4.2724,0.60,3.4,3
687,0.03,47,1.23,0.20,4.2722,0.60,3.4,3
688,0.19,47,1.23,0.20,4.2723,0.60,3.4,3
689,0.26,47,1.23,0.20,4.2727,0.60,3.4,3
690,0.15,48,1.22,0.20,4.2728,0.60,3.4,3
691,0.04,48,1.22,0.20,4.2728,0.60,3.4,3
692,0.26,48,1.22,0.20,4.2731,1.06,3.4,3
693,0.03,49,1.21,0.20,4.2729,1.06,3.4,3
694,0.18,49,1.21,0.20,4.2730,1.06,3.4,3
695,0.19,49,1.21,0.20,4.2731,1.06,3.4,3
696,0.25,49,1.21,0.20,4.2737,1.06,3.4,3
697,0.27,49,1.21,0.20,4.2747,1.06,3.4,3
698,0.11,50,1.20,0.20,4.2750,1.06,3.4,3
699,0.22,50,1.20,0.20,4.2756,1.06,3.4,3
700,0.27,50,1.20,0.20,4.2765,1.06,3.4,3
701,0.20,51,1.20,0.20,4.2772,1.06,3.4,3
702,0.10,51,1.20,0.20,4.2776,1.06,3.4,3
703,0.26,51,1.20,0.20,4.2783,1.06,3.4,3
704,0.29,51,1.20,0.20,4.2791,1.06,3.4,3
705,0.28,51,1.20,0.20,4.2799,1.06,3.4,3
706,0.04,52,1.19,0.20,4.2802,0.83,3.4,3
707,0.27,52,1.19,0.20,4.2813,0.83,3.4,3
708,0.31,52,1.19,0.20,4.2825,0.83,3.4,3
709,0.31,52,1.19,0.20,4.2835,0.83,3.4,3
710,0.32,52,1.19,0.20,4.2845,0.83,3.4,3
711,0.32,52,1.19,0.20,4.2853,0.83,3.4,3
712,0.31,52,1.19,0.20,4.2860,0.83,3.4,3
713,0.30,52,1.19,0.20,4.2852,0.83,3.4,3
714,0.31,52,1.19,0.20,4.2829,0.83,3.4,3
715,0.31,52,1.19,0.20,4.2817,0.83,3.4,3
716,0.31,52,1.19,0.20,4.2808,0.83,3.4,3
717,0.30,52,1.19,0.20,4.2814,0.83,3.4,3
718,0.20,53,1.17,0.20,4.2804,0.83,3.4,3
719,0.29,53,1.17,0.20,4.2799,0.83,3.4,3
720,0.05,54,1.17,0.20,4.2806,0.83,3.4,3
721,0.16,54,1.17,0.20,4.2825,0.83,3.4,3
722,0.26,54,1.17,0.20,4.2851,0.83,3.4,3
723,0.25,54,1.17,0.20,4.2878,0.83,3.4,3
724,0.28,54,1.17,0.20,4.2907,0.77,1.9,2
725,0.29,54,1.17,0.20,4.2947,0.77,1.9,2
726,0.28,54,1.17,0.20,4.2942,0.77,1.9,2
727,0.29,54,1.17,0.20,4.2838,0.77,1.9,2
728,0.30,54,1.17,0.20,4.2759,0.77,1.9,2
729,0.31,54,1.17,0.20,4.2767,0.77,1.9,2
730,0.29,54,1.17,0.20,4.2805,0.77,1.9,2
731,0.31,54,1.17,0.20,4.2841,0.77,1.9,2
732,0.30,54,1.17,0.20,4.2894,0.77,1.9,2
733,0.31,54,1.17,0.20,4.2924,0.77,1.9,2
734,0.33,54,1.17,0.20,4.2950,0.77,1.9,2
735,0.32,54,1.17,0.20,4.2973,0.77,1.9,2
736,0.33,54,1.17,0.20,4.2989,0.77,1.9,2
737,0.31,54,1.17,0.20,4.2991,0.77,1.9,2
738,0.31,54,1.17,0.20,4.2969,0.77,1.9,2
739,0.32,54,1.17,0.20,4.2946,0.77,1.9,2
740,0.32,54,1.17,0.20,4.2922,0.77,1.9,2
741,0.33,54,1.17,0.20,4.2869,0.00,0.0,0
742,0.33,54,1.17,0.20,4.2856,0.00,0.0,0
743,0.33,54,1.17,0.20,4.2851,0.00,0.0,0
744,0.35,54,1.17,0.20,4.2842,0.00,0.0,0
745,0.33,54,1.17,0.20,4.2831,0.00,0.0,0
746,0.31,54,1.17,0.20,4.2820,0.00,0.0,0
747,0.15,55,1.18,0.20,4.2788,0.00,0.0,0
748,0.12,55,1.18,0.20,4.2765,0.00,0.0,0
749,0.26,55,1.18,0.20,4.2739,0.00,0.0,0
750,0.03,56,1.17,0.20,4.2677,0.00,0.0,0
751,0.15,56,1.17,0.20,4.2653,0.00,0.0,0
752,0.28,56,1.17,0.20,4.2656,0.00,0.0,0
753,0.29,56,1.17,0.20,4.2627,0.00,0.0,0
754,0.31,56,1.17,0.20,4.2597,0.00,0.0,0
755,0.31,56,1.17,0.20,4.2532,0.00,0.0,0
756,0.22,56,1.17,0.20,4.2494,0.00,0.0,0
757,0.03,57,1.16,0.20,4.2449,0.00,0.0,0
758,0.18,57,1.16,0.20,4.2414,0.86,1.2,3
759,0.03,57,1.16,0.20,4.2366,0.86,1.2,3
760,0.17,57,1.16,0.20,4.2401,0.86,1.2,3
761,0.26,57,1.16,0.20,4.2423,0.86,1.2,3
762,0.26,57,1.16,0.20,4.2397,0.86,1.2,3
763,0.26,57,1.16,0.20,4.2296,0.86,1.2,3
764,0.24,57,1.16,0.20,4.2246,0.86,1.2,3
765,0.32,57,1.16,0.20,4.2195,0.86,1.2,3
766,0.30,57,1.16,0.20,4.2137,0.86,1.2,3
767,0.33,57,1.16,0.20,4.2138,0.86,1.2,3
768,0.33,57,1.16,0.20,4.2095,0.86,1.2,3
769,0.16,58,1.15,0.20,4.2055,0.86,1.2,3
770,0.12,58,1.15,0.20,4.2035,0.86,1.2,3
771,0.34,58,1.15,0.20,4.2065,0.86,1.2,3
772,0.32,58,1.15,0.20,4.2054,0.86,1.2,3
773,0.34,58,1.15,0.20,4.2091,0.86,1.2,3
774,0.36,58,1.15,0.20,4.2079,0.86,1.2,3
775,0.36,58,1.15,0.20,4.2063,0.70,1.5,3
776,0.34,58,1.15,0.20,4.2035,0.70,1.5,3
777,0.29,58,1.15,0.20,4.1996,0.70,1.5,3
778,0.26,58,1.15,0.20,4.1942,0.70,1.5,3
779,0.03,59,1.15,0.20,4.1853,0.70,1.5,3
780,0.02,59,1.15,0.20,4.1758,0.70,1.5,3
781,0.27,59,1.15,0.20,4.1661,0.70,1.5,3
782,0.26,59,1.15,0.20,4.1571,0.70,1.5,3
783,0.02,60,1.15,0.20,4.1486,0.70,1.5,3
784,0.23,60,1.15,0.20,4.1338,0.70,1.5,3
785,0.29,60,1.15,0.20,4.1275,0.70,1.5,3
786,0.29,60,1.15,0.20,4.1157,0.70,1.5,3
787,0.34,60,1.15,0.20,4.1108,0.70,1.5,3
788,0.33,60,1.16,0.20,4.1033,0.70,1.5,3
789,0.35,60,1.16,0.20,4.0976,0.70,1.5,3
790,0.34,60,1.16,0.20,4.0892,0.70,1.5,3
791,0.35,60,1.16,0.20,4.0864,0.70,1.5,3
792,0.36,60,1.16,0.20,4.0783,0.70,1.5,3
793,0.35,60,1.16,0.20,4.0723,0.83,3.4,3
794,0.34,60,1.16,0.20,4.0651,0.83,3.4,3
795,0.35,60,1.16,0.20,4.0574,0.83,3.4,3
796,0.35,60,1.16,0.20,4.0491,0.83,3.4,3
797,0.35,60,1.16,0.20,4.0451,0.83,3.4,3
798,0.34,60,1.16,0.20,4.0369,0.83,3.4,3
799,0.34,60,1.16,0.20,4.0323,0.83,3.4,3
800,0.35,60,1.17,0.20,4.0254,0.83,3.4,3
801,0.35,60,1.17,0.20,4.0239,0.83,3.4,3
802,0.34,60,1.17,0.20,4.0215,0.83,3.4,3
803,0.34,60,1.17,0.20,4.0180,0.83,3.4,3
804,0.35,60,1.17,0.20,4.0160,0.83,3.4,3
805,0.34,60,1.12,0.20,4.0138,0.83,3.4,3
806,0.35,60,1.12,0.20,4.0112,0.83,3.4,3
807,0.35,60,1.12,0.20,4.0098,0.83,3.4,3
808,0.34,60,1.12,0.20,4.0082,0.66,2.2,3
809,0.34,60,1.12,0.20,4.0073,0.66,2.2,3
810,0.34,60,1.12,0.20,4.0070,0.66,2.2,3
811,0.33,60,1.12,0.20,4.0072,0.66,2.2,3
812,0.34,60,1.12,0.20,4.0070,0.66,2.2,3
813,0.34,60,1.12,0.20,4.0038,0.66,2.2,3
814,0.34,60,1.12,0.20,4.0001,0.66,2.2,3
815,0.35,60,1.12,0.20,3.9961,0.66,2.2,3
816,0.35,60,1.12,0.20,3.9901,0.66,2.2,3
817,0.35,60,1.12,0.20,3.9860,0.66,2.2,3
818,0.35,60,1.12,0.20,3.9789,0.66,2.2,3
819,0.35,60,1.12,0.20,3.9762,0.66,2.2,3
820,0.36,60,1.12,0.20,3.9726,0.66,2.2,3
821,0.35,60,1.12,0.20,3.9701,0.66,2.2,3
822,0.34,60,1.12,0.20,3.9677,0.66,2.2,3
823,0.32,60,1.12,0.20,3.9659,0.66,2.2,3
824,0.33,60,1.12,0.20,3.9646,0.66,2.2,3
825,0.33,60,1.12,0.20,3.9635,0.66,2.2,3
826,0.33,60,1.12,0.20,3.9627,0.66,2.2,3
827,0.33,60,1.12,0.20,3.9621,0.69,2.2,3
828,0.33,60,1.12,0.20,3.9614,0.69,2.2,3
829,0.34,60,1.12,0.20,3.9599,0.69,2.2,3
830,0.34,60,1.12,0.20,3.9593,0.69,2.2,3
831,0.34,60,1.12,0.20,3.9586,0.69,2.2,3
832,0.35,60,1.12,0.20,3.9582,0.69,2.2,3
833,0.34,60,1.12,0.20,3.9577,0.69,2.2,3
834,0.34,60,1.12,0.20,3.9572,0.69,2.2,3
835,0.34,60,1.12,0.20,3.9567,0.69,2.2,3
836,0.35,60,1.12,0.20,3.9561,0.69,2.2,3
837,0.36,60,1.12,0.20,3.9554,0.69,2.2,3
838,0.34,60,1.12,0.20,3.9551,0.69,2.2,3
839,0.34,60,1.12,0.20,3.9548,0.69,2.2,3
840,0.34,60,1.12,0.20,3.9545,0.69,2.2,3
841,0.34,60,1.12,0.20,3.9543,0.69,2.2,3
842,0.33,60,1.12,0.20,3.9541,0.69,2.2,3
843,0.34,60,1.04,0.20,3.9539,0.69,2.2,3
844,0.34,60,1.04,0.20,3.9529,0.69,2.2,3
845,0.35,60,1.04,0.20,3.9521,0.69,2.2,3
846,0.34,60,1.04,0.20,3.9510,0.69,2.2,3
847,0.35,60,1.04,0.20,3.9496,0.73,3.4,3
848,0.34,60,1.04,0.20,3.9485,0.73,3.4,3
849,0.34,60,1.04,0.20,3.9473,0.73,3.4,3
850,0.34,60,1.04,0.20,3.9462,0.73,3.4,3
851,0.34,60,1.04,0.20,3.9451,0.73,3.4,3
852,0.35,60,1.04,0.20,3.9443,0.73,3.4,3
853,0.35,60,1.04,0.20,3.9431,0.73,3.4,3
854,0.33,60,1.04,0.20,3.9412,0.73,3.4,3
855,0.35,60,1.04,0.20,3.9393,0.73,3.4,3
856,0.36,60,1.04,0.20,3.9369,0.73,3.4,3
857,0.35,60,1.04,0.20,3.9349,0.73,3.4,3
858,0.36,60,1.04,0.20,3.9320,0.73,3.4,3
859,0.36,60,1.04,0.20,3.9299,0.73,3.4,3
860,0.35,60,1.04,0.20,3.9279,0.73,3.4,3
861,0.34,60,1.04,0.20,3.9244,0.73,3.4,3
862,0.34,60,1.04,0.20,3.9208,0.73,3.4,3
863,0.34,60,1.04,0.20,3.9149,0.64,2.2,3
864,0.34,60,1.04,0.20,3.9088,0.64,2.2,3
865,0.33,60,1.04,0.20,3.9050,0.64,2.2,3
866,0.34,60,1.04,0.20,3.9010,0.64,2.2,3
867,0.34,60,1.04,0.20,3.8971,0.64,2.2,3
868,0.09,61,1.45,0.20,3.8933,0.64,2.2,3
869,0.05,61,1.45,0.20,3.8898,0.64,2.2,3
870,0.03,61,1.45,0.20,3.8844,0.64,2.2,3
871,0.23,61,1.45,0.20,3.8805,0.64,2.2,3
872,0.29,61,1.45,0.20,3.8757,0.64,2.2,3
873,0.29,61,1.45,0.20,3.8736,0.64,2.2,3
874,0.30,61,1.45,0.20,3.8713,0.64,2.2,3
875,0.31,61,1.45,0.20,3.8693,0.64,2.2,3
876,0.32,61,1.45,0.20,3.8670,0.64,2.2,3
877,0.32,61,1.45,0.20,3.8647,0.64,2.2,3
878,0.31,61,1.45,0.20,3.8626,0.64,2.2,3
879,0.32,61,1.45,0.20,3.8603,0.64,2.2,3
880,0.10,62,1.43,0.20,3.8580,0.86,3.4,3
881,0.31,62,1.43,0.20,3.8538,0.86,3.4,3
882,0.32,62,1.43,0.20,3.8498,0.86,3.4,3
883,0.33,62,1.43,0.20,3.8458,0.86,3.4,3
884,0.29,62,1.43,0.20,3.8418,0.86,3.4,3
885,0.27,62,1.43,0.20,3.8371,0.86,3.4,3
886,0.28,62,1.44,0.20,3.8288,0.86,3.4,3
887,0.21,62,1.44,0.20,3.8262,0.86,3.4,3
888,0.17,63,1.43,0.20,3.8254,0.86,3.4,3
889,0.30,63,1.43,0.20,3.8237,0.86,3.4,3
890,0.32,63,1.44,0.20,3.8173,0.86,3.4,3
891,0.33,63,1.44,0.20,3.8009,0.86,3.4,3
892,0.33,63,1.44,0.20,3.7859,0.86,3.4,3
