Frame,EAR,Blinks,Blink_STD,Pupil_Delta,Gaze_Instability,AU_Score,AU_StressPoints,Stress_Score
491,0.42,30,0.97,0.16,2.8259,0.73,0.0,2
492,0.42,30,0.97,0.16,2.8251,0.73,0.0,2
493,0.42,30,0.97,0.16,2.8243,0.73,0.0,2
494,0.41,30,0.97,0.16,2.8235,0.73,0.0,2
495,0.42,30,0.97,0.16,2.8227,0.73,0.0,2
496,0.42,30,0.97,0.16,2.8218,0.73,0.0,2
497,0.43,30,0.97,0.16,2.8209,0.73,0.0,2
498,0.42,30,0.97,0.16,2.8201,0.73,0.0,2
499,0.41,30,0.97,0.16,2.8192,0.73,0.0,2
500,0.41,30,0.97,0.16,2.8184,0.73,0.0,2
501,0.41,30,0.97,0.16,2.8175,0.73,0.0,2
502,0.41,30,0.97,0.16,2.8167,0.73,0.0,2
503,0.40,30,0.97,0.16,2.8158,0.73,0.0,2
504,0.40,30,0.97,0.16,2.8149,0.73,0.0,2
505,0.40,30,0.97,0.16,2.8140,0.73,0.0,2
506,0.40,30,0.97,0.16,2.8131,0.41,0.0,1
507,0.40,30,0.97,0.16,2.8122,0.41,0.0,1
508,0.40,30,0.97,0.16,2.8113,0.41,0.0,1
509,0.41,30,0.97,0.16,2.8104,0.41,0.0,1
510,0.42,30,0.97,0.16,2.8095,0.41,0.0,1
511,0.41,30,0.97,0.16,2.8086,0.41,0.0,1
512,0.39,30,0.97,0.16,2.8078,0.41,0.0,1
513,0.40,30,0.97,0.16,2.8069,0.41,0.0,1
514,0.38,30,0.97,0.16,2.8061,0.41,0.0,1
515,0.40,30,0.97,0.16,2.8052,0.41,0.0,1
516,0.39,30,0.97,0.16,2.8043,0.41,0.0,1
517,0.38,30,0.97,0.16,2.8034,0.41,0.0,1
518,0.40,30,0.97,0.16,2.8025,0.41,0.0,1
519,0.40,30,0.97,0.16,2.8016,0.41,0.0,1
520,0.39,30,0.97,0.16,2.8007,0.41,0.0,1
521,0.38,30,0.97,0.16,2.7998,0.41,0.0,1
522,0.39,30,0.97,0.16,2.7988,0.41,0.0,1
523,0.39,30,0.97,0.16,2.7978,0.41,0.0,1
524,0.39,30,0.97,0.16,2.7968,0.41,0.0,1
525,0.38,30,0.97,0.16,2.7958,0.51,0.0,2
526,0.40,30,0.97,0.16,2.7948,0.51,0.0,2
527,0.39,30,0.97,0.16,2.7937,0.51,0.0,2
528,0.39,30,0.97,0.16,2.7927,0.51,0.0,2
529,0.38,30,0.97,0.16,2.7917,0.51,0.0,2
530,0.38,30,0.97,0.16,2.7906,0.51,0.0,2
531,0.38,30,0.97,0.16,2.7896,0.51,0.0,2
532,0.38,30,0.97,0.16,2.7885,0.51,0.0,2
533,0.38,30,0.97,0.16,2.7875,0.51,0.0,2
534,0.38,30,0.97,0.16,2.7865,0.51,0.0,2
535,0.37,30,0.97,0.16,2.7854,0.51,0.0,2
536,0.38,30,0.97,0.16,2.7844,0.51,0.0,2
537,0.38,30,0.97,0.16,2.7834,0.51,0.0,2
538,0.37,30,0.97,0.16,2.7823,0.51,0.0,2
539,0.38,30,0.97,0.16,2.7813,0.51,0.0,2
540,0.38,30,0.97,0.16,2.7802,0.51,0.0,2
541,0.38,30,0.97,0.16,2.7792,0.51,0.0,2
542,0.38,30,0.97,0.16,2.7782,0.46,0.7,2
543,0.38,30,0.97,0.16,2.7773,0.46,0.7,2
544,0.38,30,0.97,0.16,2.7764,0.46,0.7,2
545,0.38,30,0.97,0.16,2.7755,0.46,0.7,2
546,0.38,30,0.97,0.16,2.7746,0.46,0.7,2
547,0.38,30,0.97,0.16,2.7737,0.46,0.7,2
548,0.38,30,0.97,0.16,2.7728,0.46,0.7,2
549,0.39,30,0.97,0.16,2.7719,0.46,0.7,2
550,0.37,30,0.97,0.16,2.7711,0.46,0.7,2
551,0.38,30,0.97,0.16,2.7702,0.46,0.7,2
552,0.38,30,0.97,0.16,2.7693,0.46,0.7,2
553,0.39,30,0.97,0.16,2.7685,0.46,0.7,2
554,0.39,30,0.97,0.16,2.7676,0.46,0.7,2
555,0.39,30,0.97,0.16,2.7667,0.46,0.7,2
556,0.39,30,0.97,0.16,2.7658,0.46,0.7,2
557,0.39,30,0.97,0.16,2.7649,0.46,0.7,2
558,0.39,30,0.97,0.16,2.7641,0.46,0.7,2
559,0.39,30,0.97,0.16,2.7632,0.46,0.7,2
560,0.40,30,0.97,0.16,2.7623,0.40,0.0,1
561,0.38,30,0.97,0.16,2.7615,0.40,0.0,1
562,0.39,30,0.97,0.16,2.7606,0.40,0.0,1
563,0.39,30,0.97,0.16,2.7597,0.40,0.0,1
564,0.40,30,0.97,0.16,2.7589,0.40,0.0,1
565,0.40,30,0.97,0.16,2.7580,0.40,0.0,1
566,0.40,30,0.97,0.16,2.7570,0.40,0.0,1
567,0.39,30,0.97,0.16,2.7561,0.40,0.0,1
568,0.40,30,0.97,0.16,2.7552,0.40,0.0,1
569,0.40,30,0.97,0.16,2.7543,0.40,0.0,1
570,0.39,30,0.97,0.16,2.7533,0.40,0.0,1
571,0.40,30,0.97,0.16,2.7524,0.40,0.0,1
572,0.39,30,0.97,0.16,2.7515,0.40,0.0,1
573,0.39,30,0.97,0.16,2.7505,0.40,0.0,1
574,0.38,30,0.97,0.16,2.7496,0.40,0.0,1
575,0.40,30,0.97,0.16,2.7487,0.40,0.0,1
576,0.39,30,0.97,0.16,2.7479,0.40,0.0,1
577,0.39,30,0.97,0.16,2.7470,0.40,0.0,1
578,0.39,30,0.97,0.16,2.7461,0.40,0.0,1
579,0.40,30,0.97,0.16,2.7453,0.37,0.7,1
580,0.39,30,0.97,0.16,2.7444,0.37,0.7,1
581,0.39,30,0.97,0.16,2.7435,0.37,0.7,1
582,0.38,30,0.97,0.16,2.7427,0.37,0.7,1
583,0.39,30,0.97,0.16,2.7418,0.37,0.7,1
584,0.39,30,0.97,0.16,2.7409,0.37,0.7,1
585,0.39,30,0.97,0.16,2.7401,0.37,0.7,1
586,0.39,30,0.97,0.16,2.7392,0.37,0.7,1
587,0.40,30,0.97,0.16,2.7384,0.37,0.7,1
588,0.40,30,0.97,0.16,2.7376,0.37,0.7,1
589,0.40,30,0.97,0.16,2.7368,0.37,0.7,1
590,0.39,30,0.97,0.16,2.7360,0.37,0.7,1
591,0.39,30,0.97,0.16,2.7352,0.37,0.7,1
592,0.40,30,0.97,0.16,2.7344,0.37,0.7,1
593,0.39,30,0.97,0.16,2.7336,0.37,0.7,1
594,0.41,30,0.97,0.16,2.7328,0.37,0.7,1
595,0.40,30,0.97,0.16,2.7321,0.37,0.7,1
596,0.40,30,0.97,0.16,2.7313,0.37,0.7,1
597,0.39,30,0.97,0.16,2.7306,0.37,0.7,1
598,0.39,30,0.97,0.16,2.7298,0.38,0.7,1
599,0.39,30,0.97,0.16,2.7290,0.38,0.7,1
600,0.38,30,0.97,0.16,2.7281,0.38,0.7,1
601,0.39,30,0.97,0.16,2.7272,0.38,0.7,1
602,0.38,30,0.97,0.16,2.7264,0.38,0.7,1
603,0.38,30,0.97,0.16,2.7255,0.38,0.7,1
604,0.39,30,0.97,0.16,2.7247,0.38,0.7,1
605,0.39,30,0.97,0.16,2.7238,0.38,0.7,1
606,0.39,30,0.97,0.16,2.7230,0.38,0.7,1
607,0.39,30,0.97,0.16,2.7221,0.38,0.7,1
608,0.38,30,0.97,0.16,2.7212,0.38,0.7,1
609,0.41,30,0.97,0.16,2.7204,0.38,0.7,1
610,0.41,30,0.97,0.16,2.7195,0.38,0.7,1
611,0.40,30,0.97,0.16,2.7186,0.38,0.7,1
612,0.05,31,2.51,0.16,2.7168,0.38,0.7,2
613,0.02,31,2.51,0.16,2.7152,0.38,0.7,2
614,0.30,31,2.51,0.16,2.7141,0.38,0.7,2
615,0.37,31,2.51,0.16,2.7131,0.38,0.7,2
616,0.36,31,2.51,0.16,2.7122,0.38,0.7,2
617,0.39,31,2.51,0.16,2.7113,0.00,0.0,2
618,0.39,31,2.51,0.16,2.7104,0.00,0.0,2
619,0.38,31,2.51,0.16,2.7096,0.00,0.0,2
620,0.39,31,2.51,0.16,2.7088,0.00,0.0,2
621,0.40,31,2.51,0.16,2.7079,0.00,0.0,2
622,0.40,31,2.51,0.16,2.7070,0.00,0.0,2
623,0.36,31,2.51,0.16,2.7059,0.00,0.0,2
624,0.36,31,2.51,0.16,2.7048,0.00,0.0,2
625,0.36,31,2.51,0.16,2.7036,0.00,0.0,2
626,0.36,31,2.51,0.16,2.7025,0.00,0.0,2
627,0.36,31,2.51,0.16,2.7014,0.00,0.0,2
628,0.36,31,2.51,0.16,2.7002,0.00,0.0,2
629,0.05,32,2.46,0.16,2.6986,0.00,0.0,2
630,0.05,32,2.46,0.16,2.6968,0.00,0.0,2
631,0.18,32,2.46,0.16,2.6954,0.00,0.0,2
632,0.31,32,2.46,0.16,2.6941,0.00,0.0,2
633,0.31,32,2.46,0.16,2.6929,0.00,0.0,2
634,0.35,32,2.46,0.16,2.6916,0.00,0.0,2
635,0.35,32,2.46,0.16,2.6904,0.00,0.0,2
636,0.35,32,2.46,0.16,2.6891,0.29,0.0,2
637,0.06,33,2.43,0.16,2.6871,0.29,0.0,2
638,0.25,33,2.43,0.16,2.6853,0.29,0.0,2
639,0.31,33,2.43,0.16,2.6836,0.29,0.0,2
640,0.08,34,2.40,0.16,2.6817,0.29,0.0,2
641,0.13,34,2.40,0.16,2.6801,0.29,0.0,2
642,0.29,34,2.40,0.16,2.6788,0.29,0.0,2
643,0.29,34,2.40,0.16,2.6775,0.29,0.0,2
644,0.05,35,2.37,0.16,2.6756,0.29,0.0,2
645,0.25,35,2.37,0.16,2.6739,0.29,0.0,2
646,0.31,35,2.37,0.16,2.6722,0.29,0.0,2
647,0.32,35,2.37,0.16,2.6704,0.29,0.0,2
648,0.33,35,2.37,0.16,2.6685,0.29,0.0,2
649,0.30,35,2.37,0.16,2.6666,0.29,0.0,2
650,0.33,35,2.37,0.16,2.6648,0.29,0.0,2
651,0.01,36,2.34,0.16,2.6629,0.29,0.0,2
652,0.24,36,2.34,0.16,2.6609,0.29,0.0,2
653,0.15,37,2.32,0.16,2.6591,0.29,0.0,2
654,0.02,37,2.32,0.16,2.6575,0.29,1.5,3
655,0.01,37,2.32,0.16,2.6557,0.29,1.5,3
656,0.12,37,2.32,0.16,2.6539,0.29,1.5,3
657,0.05,37,2.32,0.16,2.6524,0.29,1.5,3
658,0.04,37,2.32,0.16,2.6508,0.29,1.5,3
659,0.11,37,2.32,0.16,2.6501,0.29,1.5,3
660,0.06,37,2.32,0.16,2.6508,0.29,1.5,3
661,0.18,37,2.32,0.16,2.6520,0.29,1.5,3
662,0.28,37,2.32,0.16,2.6530,0.29,1.5,3
663,0.27,37,2.32,0.16,2.6539,0.29,1.5,3
664,0.30,37,2.32,0.16,2.6547,0.29,1.5,3
665,0.29,37,2.32,0.16,2.6553,0.29,1.5,3
666,0.31,37,2.32,0.16,2.6559,0.29,1.5,3
667,0.33,37,2.32,0.16,2.6563,0.29,1.5,3
668,0.35,37,2.32,0.16,2.6570,0.29,1.5,3
669,0.29,37,2.32,0.16,2.6591,0.29,1.5,3
670,0.25,37,2.32,0.16,2.6622,0.29,1.5,3
671,0.24,37,2.32,0.16,2.6656,0.29,1.5,3
672,0.26,37,2.32,0.16,2.6691,0.29,1.5,3
673,0.27,37,2.32,0.16,2.6724,0.47,2.7,3
674,0.27,37,2.32,0.16,2.6757,0.47,2.7,3
675,0.25,37,2.32,0.16,2.6793,0.47,2.7,3
676,0.26,37,2.32,0.16,2.6832,0.47,2.7,3
677,0.27,37,2.32,0.16,2.6868,0.47,2.7,3
678,0.26,37,2.32,0.16,2.6904,0.47,2.7,3
679,0.29,37,2.32,0.16,2.6937,0.47,2.7,3
680,0.31,37,2.32,0.16,2.6967,0.47,2.7,3
681,0.31,37,2.32,0.16,2.6997,0.47,2.7,3
682,0.30,37,2.32,0.16,2.7028,0.47,2.7,3
683,0.31,37,2.32,0.16,2.7058,0.47,2.7,3
684,0.31,37,2.32,0.16,2.7085,0.47,2.7,3
685,0.29,37,2.32,0.16,2.7112,0.47,2.7,3
686,0.29,37,2.32,0.16,2.7138,0.47,2.7,3
687,0.29,37,2.32,0.16,2.7164,0.47,2.7,3
688,0.30,37,2.32,0.16,2.7190,0.47,2.7,3
689,0.31,37,2.32,0.16,2.7217,0.47,2.7,3
690,0.30,37,2.32,0.16,2.7242,0.47,2.7,3
691,0.30,37,2.32,0.16,2.7267,0.47,2.7,3
692,0.31,37,2.32,0.16,2.7292,0.47,2.7,3
