timestamp,left_gaze,right_gaze
2025-03-29 16:46:23.847444,Uncertain,Uncertain
2025-03-29 16:46:23.881101,Uncertain,Uncertain
2025-03-29 16:46:23.914283,Uncertain,Uncertain
2025-03-29 16:46:23.947429,Uncertain,Uncertain
2025-03-29 16:46:23.980877,Uncertain,Uncertain
2025-03-29 16:46:24.014370,Uncertain,Uncertain
2025-03-29 16:46:24.047495,Uncertain,Uncertain
2025-03-29 16:46:24.080966,Uncertain,Uncertain
2025-03-29 16:46:24.113963,Uncertain,Uncertain
2025-03-29 16:46:24.147306,Uncertain,Uncertain
2025-03-29 16:46:24.180944,Uncertain,Uncertain
2025-03-29 16:46:24.214053,Uncertain,Uncertain
2025-03-29 16:46:24.247540,Uncertain,Uncertain
2025-03-29 16:46:24.280544,Uncertain,Uncertain
2025-03-29 16:46:24.314177,Uncertain,Uncertain
2025-03-29 16:46:24.347338,Uncertain,Uncertain
2025-03-29 16:46:24.380851,Uncertain,Uncertain
2025-03-29 16:46:24.414173,Uncertain,Uncertain
2025-03-29 16:46:24.447353,Uncertain,Uncertain
2025-03-29 16:46:24.480295,Uncertain,Uncertain
2025-03-29 16:46:24.513902,Uncertain,Uncertain
2025-03-29 16:46:24.547551,Uncertain,Uncertain
2025-03-29 16:46:24.580433,Uncertain,Uncertain
2025-03-29 16:46:24.614176,Uncertain,Uncertain
2025-03-29 16:46:24.647258,Uncertain,Uncertain
2025-03-29 16:46:24.680764,Uncertain,Uncertain
2025-03-29 16:46:24.714209,Uncertain,Uncertain
2025-03-29 16:46:24.747636,Uncertain,Uncertain
2025-03-29 16:46:24.780976,Uncertain,Uncertain
2025-03-29 16:46:24.813747,Uncertain,Uncertain
2025-03-29 16:46:24.847432,Uncertain,Uncertain
2025-03-29 16:46:24.880551,Uncertain,Uncertain
2025-03-29 16:46:24.913787,Uncertain,Uncertain
2025-03-29 16:46:24.947056,Uncertain,Uncertain
2025-03-29 16:46:24.980663,Uncertain,Uncertain
2025-03-29 16:46:25.013820,Uncertain,Uncertain
2025-03-29 16:46:25.046847,Uncertain,Uncertain
2025-03-29 16:46:25.080893,Uncertain,Uncertain
2025-03-29 16:46:25.113575,Uncertain,Uncertain
2025-03-29 16:46:25.147757,Uncertain,Uncertain
2025-03-29 16:46:25.181135,Uncertain,Uncertain
2025-03-29 16:46:25.213921,Uncertain,Uncertain
2025-03-29 16:46:25.247363,Uncertain,Uncertain
2025-03-29 16:46:25.280477,Uncertain,Uncertain
2025-03-29 16:46:25.313711,Uncertain,Uncertain
2025-03-29 16:46:25.347146,Uncertain,Uncertain
2025-03-29 16:46:25.380513,Uncertain,Uncertain
2025-03-29 16:46:25.413859,Uncertain,Uncertain
2025-03-29 16:46:25.447360,Uncertain,Uncertain
2025-03-29 16:46:25.480861,Uncertain,Uncertain
2025-03-29 16:46:25.514481,Uncertain,Uncertain
2025-03-29 16:46:25.547068,Uncertain,Uncertain
2025-03-29 16:46:25.581069,Uncertain,Uncertain
2025-03-29 16:46:25.613872,Uncertain,Uncertain
2025-03-29 16:46:25.647508,Uncertain,Uncertain
2025-03-29 16:46:25.680966,Uncertain,Uncertain
2025-03-29 16:46:25.713795,Uncertain,Uncertain
2025-03-29 16:46:25.746431,Uncertain,Uncertain
2025-03-29 16:46:25.781134,Uncertain,Uncertain
2025-03-29 16:46:25.814297,Uncertain,Uncertain
2025-03-29 16:46:25.848019,Uncertain,Uncertain
2025-03-29 16:46:25.880447,Uncertain,Uncertain
2025-03-29 16:46:25.914608,Uncertain,Uncertain
2025-03-29 16:46:25.947460,Uncertain,Uncertain
2025-03-29 16:46:25.980609,Uncertain,Uncertain
2025-03-29 16:46:26.014332,Uncertain,Uncertain
2025-03-29 16:46:26.047870,Uncertain,Uncertain
2025-03-29 16:46:26.080952,Uncertain,Uncertain
2025-03-29 16:46:26.114413,Uncertain,Uncertain
2025-03-29 16:46:26.147706,Uncertain,Uncertain
2025-03-29 16:46:26.180503,Uncertain,Uncertain
2025-03-29 16:46:26.214205,Uncertain,Uncertain
2025-03-29 16:46:26.247119,Uncertain,Uncertain
2025-03-29 16:46:26.280395,Uncertain,Uncertain
2025-03-29 16:46:26.314337,Uncertain,Uncertain
2025-03-29 16:46:26.347687,Uncertain,Uncertain
2025-03-29 16:46:26.381126,Uncertain,Uncertain
2025-03-29 16:46:26.414246,Uncertain,Uncertain
2025-03-29 16:46:26.447123,Uncertain,Uncertain
2025-03-29 16:46:26.479883,Uncertain,Uncertain
2025-03-29 16:46:26.514753,Uncertain,Uncertain
2025-03-29 16:46:26.547857,Uncertain,Uncertain
2025-03-29 16:46:26.580806,Uncertain,Uncertain
2025-03-29 16:46:26.613789,Uncertain,Uncertain
2025-03-29 16:46:26.647465,Uncertain,Uncertain
2025-03-29 16:46:26.680995,Uncertain,Uncertain
2025-03-29 16:46:26.714020,Uncertain,Uncertain
2025-03-29 16:46:26.747548,Uncertain,Uncertain
2025-03-29 16:46:26.780411,Uncertain,Uncertain
2025-03-29 16:46:26.813121,Uncertain,Uncertain
2025-03-29 16:46:26.847385,Uncertain,Uncertain
2025-03-29 16:46:26.880293,Uncertain,Uncertain
2025-03-29 16:46:26.913253,Uncertain,Uncertain
2025-03-29 16:46:26.947443,Uncertain,Uncertain
2025-03-29 16:46:26.980999,Uncertain,Uncertain
2025-03-29 16:46:27.013637,Uncertain,Uncertain
2025-03-29 16:46:27.047631,Uncertain,Uncertain
2025-03-29 16:46:27.080923,Uncertain,Uncertain
2025-03-29 16:46:27.113859,Uncertain,Uncertain
2025-03-29 16:46:27.147528,Uncertain,Uncertain
2025-03-29 16:46:27.179938,Uncertain,Uncertain
2025-03-29 16:46:27.214667,Uncertain,Uncertain
2025-03-29 16:46:27.246890,Uncertain,Uncertain
2025-03-29 16:46:27.280651,Uncertain,Uncertain
2025-03-29 16:46:27.313780,Uncertain,Uncertain
2025-03-29 16:46:27.347572,Uncertain,Uncertain
2025-03-29 16:46:27.380478,Uncertain,Uncertain
2025-03-29 16:46:27.413696,Uncertain,Uncertain
2025-03-29 16:46:27.446706,Uncertain,Uncertain
2025-03-29 16:46:27.481160,Uncertain,Uncertain
2025-03-29 16:46:27.514322,Uncertain,Uncertain
2025-03-29 16:46:27.547322,Uncertain,Uncertain
2025-03-29 16:46:27.580105,Uncertain,Uncertain
2025-03-29 16:46:27.614060,Uncertain,Uncertain
2025-03-29 16:46:27.647504,Uncertain,Uncertain
2025-03-29 16:46:27.680792,Uncertain,Uncertain
2025-03-29 16:46:27.714191,Uncertain,Uncertain
2025-03-29 16:46:27.747218,Uncertain,Uncertain
2025-03-29 16:46:27.780004,Uncertain,Uncertain
2025-03-29 16:46:27.812753,Uncertain,Uncertain
2025-03-29 16:46:27.847452,Uncertain,Uncertain
2025-03-29 16:46:27.880367,Uncertain,Uncertain
2025-03-29 16:46:27.912712,Uncertain,Uncertain
2025-03-29 16:46:27.947364,Uncertain,Uncertain
2025-03-29 16:46:27.981210,Uncertain,Uncertain
2025-03-29 16:46:28.013680,Uncertain,Uncertain
2025-03-29 16:46:28.046979,Uncertain,Uncertain
2025-03-29 16:46:28.079625,Uncertain,Uncertain
2025-03-29 16:46:28.113700,Uncertain,Uncertain
2025-03-29 16:46:28.147149,Uncertain,Uncertain
2025-03-29 16:46:28.180428,Uncertain,Uncertain
2025-03-29 16:46:28.214215,Uncertain,Uncertain
2025-03-29 16:46:28.246518,Uncertain,Uncertain
2025-03-29 16:46:28.280181,Uncertain,Uncertain
2025-03-29 16:46:28.313593,Uncertain,Uncertain
2025-03-29 16:46:28.346622,Uncertain,Uncertain
2025-03-29 16:46:28.380128,Uncertain,Uncertain
2025-03-29 16:46:28.412937,Uncertain,Uncertain
2025-03-29 16:46:28.446460,Uncertain,Uncertain
2025-03-29 16:46:28.479647,Uncertain,Uncertain
2025-03-29 16:46:28.513438,Uncertain,Uncertain
2025-03-29 16:46:28.546113,Uncertain,Uncertain
2025-03-29 16:46:28.579956,Uncertain,Uncertain
2025-03-29 16:46:28.613362,Uncertain,Uncertain
2025-03-29 16:46:28.646689,Uncertain,Uncertain
2025-03-29 16:46:28.679626,Uncertain,Uncertain
2025-03-29 16:46:28.713176,Uncertain,Uncertain
2025-03-29 16:46:28.746501,Uncertain,Uncertain
2025-03-29 16:46:28.779706,Uncertain,Uncertain
2025-03-29 16:46:28.812760,Uncertain,Uncertain
2025-03-29 16:46:28.846154,Uncertain,Uncertain
2025-03-29 16:46:28.879658,Uncertain,Uncertain
2025-03-29 16:46:28.912720,Uncertain,Uncertain
2025-03-29 16:46:28.946072,Uncertain,Uncertain
2025-03-29 16:46:28.979979,Uncertain,Uncertain
2025-03-29 16:46:29.013178,Uncertain,Uncertain
2025-03-29 16:46:29.046492,Uncertain,Uncertain
2025-03-29 16:46:29.079275,Uncertain,Uncertain
2025-03-29 16:46:29.112841,Uncertain,Uncertain
2025-03-29 16:46:29.146050,Uncertain,Uncertain
2025-03-29 16:46:29.179622,Uncertain,Uncertain
2025-03-29 16:46:29.213133,Uncertain,Uncertain
2025-03-29 16:46:29.245873,Uncertain,Uncertain
2025-03-29 16:46:29.280040,Uncertain,Uncertain
2025-03-29 16:46:29.313778,Uncertain,Uncertain
2025-03-29 16:46:29.346534,Uncertain,Uncertain
2025-03-29 16:46:29.379833,Uncertain,Uncertain
2025-03-29 16:46:29.413239,Uncertain,Uncertain
2025-03-29 16:46:29.446197,Uncertain,Uncertain
2025-03-29 16:46:29.479629,Uncertain,Uncertain
2025-03-29 16:46:29.513146,Uncertain,Uncertain
2025-03-29 16:46:29.546334,Uncertain,Uncertain
2025-03-29 16:46:29.579850,Uncertain,Uncertain
2025-03-29 16:46:29.612770,Uncertain,Uncertain
2025-03-29 16:46:29.645769,Uncertain,Uncertain
2025-03-29 16:46:29.679420,Uncertain,Uncertain
2025-03-29 16:46:29.713072,Uncertain,Uncertain
2025-03-29 16:46:29.746044,Uncertain,Uncertain
2025-03-29 16:46:29.779797,Uncertain,Uncertain
2025-03-29 16:46:29.813184,Uncertain,Uncertain
2025-03-29 16:46:29.846315,Uncertain,Uncertain
2025-03-29 16:46:29.878535,Uncertain,Uncertain
2025-03-29 16:46:29.912593,Uncertain,Uncertain
2025-03-29 16:46:29.945935,Uncertain,Uncertain
2025-03-29 16:46:29.979643,Uncertain,Uncertain
2025-03-29 16:46:30.012604,Uncertain,Uncertain
2025-03-29 16:46:30.046300,Uncertain,Uncertain
2025-03-29 16:46:30.079508,Uncertain,Uncertain
2025-03-29 16:46:30.113053,Uncertain,Uncertain
2025-03-29 16:46:30.146184,Uncertain,Uncertain
2025-03-29 16:46:30.179547,Uncertain,Uncertain
2025-03-29 16:46:30.212756,Uncertain,Uncertain
2025-03-29 16:46:30.245692,Uncertain,Uncertain
2025-03-29 16:46:30.278908,Uncertain,Uncertain
2025-03-29 16:46:30.312770,Uncertain,Uncertain
2025-03-29 16:46:30.346135,Uncertain,Uncertain
2025-03-29 16:46:30.379849,Uncertain,Uncertain
2025-03-29 16:46:30.411913,Uncertain,Uncertain
2025-03-29 16:46:30.446244,Uncertain,Uncertain
2025-03-29 16:46:30.478871,Uncertain,Uncertain
2025-03-29 16:46:30.513277,Uncertain,Uncertain
2025-03-29 16:46:30.546294,Uncertain,Uncertain
2025-03-29 16:46:30.579528,Uncertain,Uncertain
2025-03-29 16:46:30.612856,Uncertain,Uncertain
2025-03-29 16:46:30.646146,Uncertain,Uncertain
2025-03-29 16:46:30.679776,Uncertain,Uncertain
2025-03-29 16:46:30.713070,Uncertain,Uncertain
2025-03-29 16:46:30.746252,Uncertain,Uncertain
2025-03-29 16:46:30.779382,Uncertain,Uncertain
2025-03-29 16:46:30.812604,Uncertain,Uncertain
2025-03-29 16:46:30.846383,Uncertain,Uncertain
2025-03-29 16:46:30.879414,Uncertain,Uncertain
2025-03-29 16:46:30.912233,Uncertain,Uncertain
2025-03-29 16:46:30.945807,Uncertain,Uncertain
2025-03-29 16:46:30.979425,Uncertain,Uncertain
2025-03-29 16:46:31.012185,Uncertain,Uncertain
2025-03-29 16:46:31.045846,Uncertain,Uncertain
2025-03-29 16:46:31.079334,Uncertain,Uncertain
2025-03-29 16:46:31.112631,Uncertain,Uncertain
2025-03-29 16:46:31.145468,Uncertain,Uncertain
2025-03-29 16:46:31.179356,Uncertain,Uncertain
2025-03-29 16:46:31.212359,Uncertain,Uncertain
2025-03-29 16:46:31.245529,Uncertain,Uncertain
2025-03-29 16:46:31.279131,Uncertain,Uncertain
2025-03-29 16:46:31.312244,Uncertain,Uncertain
2025-03-29 16:46:31.346062,Uncertain,Uncertain
2025-03-29 16:46:31.379077,Uncertain,Uncertain
2025-03-29 16:46:31.412253,Uncertain,Uncertain
2025-03-29 16:46:31.445894,Uncertain,Uncertain
2025-03-29 16:46:31.479474,Uncertain,Uncertain
2025-03-29 16:46:31.512714,Uncertain,Uncertain
2025-03-29 16:46:31.545905,Uncertain,Uncertain
2025-03-29 16:46:31.578493,Uncertain,Uncertain
2025-03-29 16:46:31.612465,Uncertain,Uncertain
2025-03-29 16:46:31.645842,Uncertain,Uncertain
2025-03-29 16:46:31.678932,Uncertain,Uncertain
2025-03-29 16:46:31.712293,Uncertain,Uncertain
2025-03-29 16:46:31.745477,Uncertain,Uncertain
2025-03-29 16:46:31.779239,Uncertain,Uncertain
2025-03-29 16:46:31.812135,Uncertain,Uncertain
2025-03-29 16:46:31.845395,Uncertain,Uncertain
2025-03-29 16:46:31.878831,Uncertain,Uncertain
2025-03-29 16:46:31.912144,Uncertain,Uncertain
2025-03-29 16:46:31.945276,Uncertain,Uncertain
2025-03-29 16:46:31.978641,Uncertain,Uncertain
2025-03-29 16:46:32.012547,Uncertain,Uncertain
2025-03-29 16:46:32.045609,Uncertain,Uncertain
2025-03-29 16:46:32.078963,Uncertain,Uncertain
2025-03-29 16:46:32.112109,Uncertain,Uncertain
2025-03-29 16:46:32.145460,Uncertain,Uncertain
2025-03-29 16:46:32.178650,Uncertain,Uncertain
2025-03-29 16:46:32.212406,Uncertain,Uncertain
2025-03-29 16:46:32.245486,Uncertain,Uncertain
2025-03-29 16:46:32.278933,Uncertain,Uncertain
2025-03-29 16:46:32.311970,Uncertain,Uncertain
2025-03-29 16:46:32.345502,Uncertain,Uncertain
2025-03-29 16:46:32.378589,Uncertain,Uncertain
2025-03-29 16:46:32.412300,Uncertain,Uncertain
2025-03-29 16:46:32.445648,Uncertain,Uncertain
2025-03-29 16:46:32.478530,Uncertain,Uncertain
2025-03-29 16:46:32.512301,Uncertain,Uncertain
2025-03-29 16:46:32.545890,Uncertain,Uncertain
2025-03-29 16:46:32.578702,Uncertain,Uncertain
2025-03-29 16:46:32.612087,Uncertain,Uncertain
2025-03-29 16:46:32.645672,Uncertain,Uncertain
2025-03-29 16:46:32.678885,Uncertain,Uncertain
2025-03-29 16:46:32.712148,Uncertain,Uncertain
2025-03-29 16:46:32.744497,Uncertain,Uncertain
2025-03-29 16:46:32.778891,Uncertain,Uncertain
2025-03-29 16:46:32.812242,Uncertain,Uncertain
2025-03-29 16:46:32.845526,Uncertain,Uncertain
2025-03-29 16:46:32.878781,Uncertain,Uncertain
2025-03-29 16:46:32.912077,Uncertain,Uncertain
2025-03-29 16:46:32.945315,Uncertain,Uncertain
2025-03-29 16:46:32.978773,Uncertain,Uncertain
2025-03-29 16:46:33.012251,Uncertain,Uncertain
2025-03-29 16:46:33.045774,Uncertain,Uncertain
2025-03-29 16:46:33.078790,Uncertain,Uncertain
2025-03-29 16:46:33.112351,Uncertain,Uncertain
2025-03-29 16:46:33.145408,Uncertain,Uncertain
2025-03-29 16:46:33.178849,Uncertain,Uncertain
2025-03-29 16:46:33.212322,Uncertain,Uncertain
2025-03-29 16:46:33.245241,Uncertain,Uncertain
2025-03-29 16:46:33.278633,Uncertain,Uncertain
2025-03-29 16:46:33.312169,Uncertain,Uncertain
2025-03-29 16:46:33.345483,Uncertain,Uncertain
2025-03-29 16:46:33.379013,Uncertain,Uncertain
2025-03-29 16:46:33.412210,Uncertain,Uncertain
2025-03-29 16:46:33.445722,Uncertain,Uncertain
2025-03-29 16:46:33.478705,Uncertain,Uncertain
2025-03-29 16:46:33.511964,Uncertain,Uncertain
2025-03-29 16:46:33.545423,Uncertain,Uncertain
2025-03-29 16:46:33.579005,Uncertain,Uncertain
2025-03-29 16:46:33.611832,Uncertain,Uncertain
2025-03-29 16:46:33.645293,Uncertain,Uncertain
2025-03-29 16:46:33.678562,Uncertain,Uncertain
2025-03-29 16:46:33.711356,Uncertain,Uncertain
2025-03-29 16:46:33.744440,Uncertain,Uncertain
2025-03-29 16:46:33.778792,Uncertain,Uncertain
2025-03-29 16:46:33.811902,Uncertain,Uncertain
2025-03-29 16:46:33.845537,Uncertain,Uncertain
2025-03-29 16:46:33.878472,Uncertain,Uncertain
2025-03-29 16:46:33.910591,Uncertain,Uncertain
2025-03-29 16:46:33.945272,Uncertain,Uncertain
2025-03-29 16:46:33.978729,Uncertain,Uncertain
2025-03-29 16:46:34.011875,Uncertain,Uncertain
2025-03-29 16:46:34.045404,Uncertain,Uncertain
2025-03-29 16:46:34.078267,Uncertain,Uncertain
2025-03-29 16:46:34.111704,Uncertain,Uncertain
2025-03-29 16:46:34.145064,Uncertain,Uncertain
2025-03-29 16:46:34.178177,Uncertain,Uncertain
2025-03-29 16:46:34.211455,Uncertain,Uncertain
2025-03-29 16:46:34.244905,Uncertain,Uncertain
2025-03-29 16:46:34.278198,Uncertain,Uncertain
2025-03-29 16:46:34.311484,Uncertain,Uncertain
2025-03-29 16:46:34.345081,Uncertain,Uncertain
2025-03-29 16:46:34.377350,Uncertain,Uncertain
2025-03-29 16:46:34.410659,Uncertain,Uncertain
2025-03-29 16:46:34.445094,Uncertain,Uncertain
2025-03-29 16:46:34.478391,Uncertain,Uncertain
2025-03-29 16:46:34.511912,Uncertain,Uncertain
2025-03-29 16:46:34.545067,Uncertain,Uncertain
2025-03-29 16:46:34.578665,Uncertain,Uncertain
2025-03-29 16:46:34.611987,Uncertain,Uncertain
2025-03-29 16:46:34.645361,Uncertain,Uncertain
2025-03-29 16:46:34.678129,Uncertain,Uncertain
2025-03-29 16:46:34.711720,Uncertain,Uncertain
2025-03-29 16:46:34.745218,Uncertain,Uncertain
2025-03-29 16:46:34.778088,Uncertain,Uncertain
2025-03-29 16:46:34.810176,Uncertain,Uncertain
2025-03-29 16:46:34.844335,Uncertain,Uncertain
2025-03-29 16:46:34.878527,Uncertain,Uncertain
2025-03-29 16:46:34.911286,Uncertain,Uncertain
2025-03-29 16:46:34.944960,Uncertain,Uncertain
2025-03-29 16:46:34.978186,Uncertain,Uncertain
2025-03-29 16:46:35.011290,Uncertain,Uncertain
2025-03-29 16:46:35.044418,Uncertain,Uncertain
2025-03-29 16:46:35.076960,Uncertain,Uncertain
2025-03-29 16:46:35.111611,Uncertain,Uncertain
2025-03-29 16:46:35.145061,Uncertain,Uncertain
2025-03-29 16:46:35.178083,Uncertain,Uncertain
2025-03-29 16:46:35.211113,Uncertain,Uncertain
2025-03-29 16:46:35.244664,Uncertain,Uncertain
2025-03-29 16:46:35.278151,Uncertain,Uncertain
2025-03-29 16:46:35.311577,Uncertain,Uncertain
2025-03-29 16:46:35.344514,Uncertain,Uncertain
2025-03-29 16:46:35.378095,Uncertain,Uncertain
2025-03-29 16:46:35.411191,Uncertain,Uncertain
2025-03-29 16:46:35.443961,Uncertain,Uncertain
2025-03-29 16:46:35.477539,Uncertain,Uncertain
2025-03-29 16:46:35.511558,Uncertain,Uncertain
2025-03-29 16:46:35.544666,Uncertain,Uncertain
2025-03-29 16:46:35.576978,Uncertain,Uncertain
2025-03-29 16:46:35.611128,Uncertain,Uncertain
2025-03-29 16:46:35.643070,Uncertain,Uncertain
2025-03-29 16:46:35.677439,Uncertain,Uncertain
2025-03-29 16:46:35.711579,Uncertain,Uncertain
2025-03-29 16:46:35.744747,Uncertain,Uncertain
2025-03-29 16:46:35.778066,Uncertain,Uncertain
2025-03-29 16:46:35.811563,Uncertain,Uncertain
2025-03-29 16:46:35.844777,Uncertain,Uncertain
2025-03-29 16:46:35.877815,Uncertain,Uncertain
2025-03-29 16:46:35.911057,Uncertain,Uncertain
2025-03-29 16:46:35.944551,Uncertain,Uncertain
2025-03-29 16:46:35.977858,Uncertain,Uncertain
2025-03-29 16:46:36.010868,Uncertain,Uncertain
2025-03-29 16:46:36.044434,Uncertain,Uncertain
2025-03-29 16:46:36.077661,Uncertain,Uncertain
2025-03-29 16:46:36.111158,Uncertain,Uncertain
2025-03-29 16:46:36.143990,Uncertain,Uncertain
2025-03-29 16:46:36.175221,Uncertain,Uncertain
2025-03-29 16:46:36.210144,Uncertain,Uncertain
2025-03-29 16:46:36.243287,Uncertain,Uncertain
2025-03-29 16:46:36.276753,Uncertain,Uncertain
2025-03-29 16:46:36.310771,Uncertain,Uncertain
2025-03-29 16:46:36.343628,Uncertain,Uncertain
2025-03-29 16:46:36.377513,Uncertain,Uncertain
2025-03-29 16:46:36.410561,Uncertain,Uncertain
2025-03-29 16:46:36.443430,Uncertain,Uncertain
2025-03-29 16:46:36.477354,Uncertain,Uncertain
2025-03-29 16:46:36.509962,Uncertain,Uncertain
2025-03-29 16:46:36.543692,Uncertain,Uncertain
2025-03-29 16:46:36.577320,Uncertain,Uncertain
2025-03-29 16:46:36.609938,Uncertain,Uncertain
2025-03-29 16:46:36.643591,Uncertain,Uncertain
2025-03-29 16:46:36.677095,Uncertain,Uncertain
2025-03-29 16:46:36.710335,Uncertain,Uncertain
2025-03-29 16:46:36.743692,Uncertain,Uncertain
2025-03-29 16:46:36.777240,Uncertain,Uncertain
2025-03-29 16:46:36.810378,Uncertain,Center
2025-03-29 16:46:36.843335,Uncertain,Uncertain
2025-03-29 16:46:36.876971,Uncertain,Uncertain
2025-03-29 16:46:36.910174,Uncertain,Uncertain
2025-03-29 16:46:36.943542,Uncertain,Uncertain
2025-03-29 16:46:36.976885,Uncertain,Uncertain
2025-03-29 16:46:37.010178,Uncertain,Uncertain
2025-03-29 16:46:37.041911,Uncertain,Uncertain
2025-03-29 16:46:37.077159,Uncertain,Uncertain
2025-03-29 16:46:37.110232,Uncertain,Uncertain
2025-03-29 16:46:37.143772,Uncertain,Uncertain
2025-03-29 16:46:37.176740,Uncertain,Uncertain
2025-03-29 16:46:37.210801,Uncertain,Uncertain
2025-03-29 16:46:37.241674,Uncertain,Uncertain
2025-03-29 16:46:37.276684,Uncertain,Uncertain
2025-03-29 16:46:37.310068,Uncertain,Uncertain
2025-03-29 16:46:37.343765,Uncertain,Uncertain
2025-03-29 16:46:37.376992,Uncertain,Uncertain
2025-03-29 16:46:37.409763,Uncertain,Uncertain
2025-03-29 16:46:37.443950,Uncertain,Uncertain
2025-03-29 16:46:37.476667,Uncertain,Uncertain
2025-03-29 16:46:37.510174,Uncertain,Uncertain
2025-03-29 16:46:37.543719,Uncertain,Uncertain
2025-03-29 16:46:37.576987,Uncertain,Uncertain
2025-03-29 16:46:37.609969,Uncertain,Uncertain
2025-03-29 16:46:37.643561,Uncertain,Uncertain
2025-03-29 16:46:37.676771,Uncertain,Uncertain
2025-03-29 16:46:37.709685,Uncertain,Uncertain
2025-03-29 16:46:37.743223,Uncertain,Uncertain
2025-03-29 16:46:37.776385,Uncertain,Uncertain
2025-03-29 16:46:37.809880,Uncertain,Uncertain
2025-03-29 16:46:37.843090,Uncertain,Uncertain
2025-03-29 16:46:37.876852,Uncertain,Uncertain
2025-03-29 16:46:37.910495,Uncertain,Uncertain
2025-03-29 16:46:37.943213,Uncertain,Uncertain
2025-03-29 16:46:37.976203,Uncertain,Uncertain
2025-03-29 16:46:38.010051,Uncertain,Uncertain
2025-03-29 16:46:38.043717,Uncertain,Uncertain
2025-03-29 16:46:38.076599,Uncertain,Uncertain
2025-03-29 16:46:38.110031,Uncertain,Uncertain
2025-03-29 16:46:38.143634,Uncertain,Uncertain
2025-03-29 16:46:38.176857,Uncertain,Uncertain
2025-03-29 16:46:38.209424,Uncertain,Uncertain
2025-03-29 16:46:38.242474,Uncertain,Uncertain
2025-03-29 16:46:38.276532,Uncertain,Uncertain
2025-03-29 16:46:38.309534,Uncertain,Uncertain
2025-03-29 16:46:38.342290,Uncertain,Uncertain
2025-03-29 16:46:38.375077,Uncertain,Uncertain
2025-03-29 16:46:38.408382,Uncertain,Uncertain
2025-03-29 16:46:38.442318,Uncertain,Uncertain
2025-03-29 16:46:38.475376,Uncertain,Uncertain
2025-03-29 16:46:38.509863,Uncertain,Uncertain
2025-03-29 16:46:38.542425,Uncertain,Uncertain
2025-03-29 16:46:38.575304,Uncertain,Uncertain
2025-03-29 16:46:38.608839,Uncertain,Uncertain
2025-03-29 16:46:38.642357,Uncertain,Uncertain
2025-03-29 16:46:38.675658,Uncertain,Uncertain
2025-03-29 16:46:38.709289,Uncertain,Uncertain
2025-03-29 16:46:38.742744,Uncertain,Uncertain
2025-03-29 16:46:38.775880,Uncertain,Uncertain
2025-03-29 16:46:38.808907,Uncertain,Uncertain
2025-03-29 16:46:38.842462,Uncertain,Uncertain
2025-03-29 16:46:38.875549,Uncertain,Uncertain
2025-03-29 16:46:38.908404,Uncertain,Uncertain
2025-03-29 16:46:38.942266,Uncertain,Uncertain
2025-03-29 16:46:38.976182,Uncertain,Uncertain
2025-03-29 16:46:39.009722,Uncertain,Uncertain
2025-03-29 16:46:39.042922,Uncertain,Uncertain
2025-03-29 16:46:39.076185,Uncertain,Uncertain
2025-03-29 16:46:39.109540,Uncertain,Uncertain
2025-03-29 16:46:39.140205,Uncertain,Uncertain
2025-03-29 16:46:39.176709,Uncertain,Uncertain
2025-03-29 16:46:39.209012,Uncertain,Uncertain
2025-03-29 16:46:39.242737,Uncertain,Uncertain
2025-03-29 16:46:39.276124,Uncertain,Uncertain
2025-03-29 16:46:39.309641,Uncertain,Uncertain
2025-03-29 16:46:39.342963,Uncertain,Uncertain
2025-03-29 16:46:39.376405,Uncertain,Uncertain
2025-03-29 16:46:39.409139,Uncertain,Uncertain
2025-03-29 16:46:39.442775,Uncertain,Uncertain
2025-03-29 16:46:39.476459,Uncertain,Uncertain
2025-03-29 16:46:39.509770,Uncertain,Uncertain
2025-03-29 16:46:39.543349,Uncertain,Uncertain
2025-03-29 16:46:39.574236,Uncertain,Uncertain
2025-03-29 16:46:39.609725,Uncertain,Uncertain
2025-03-29 16:46:39.643104,Uncertain,Uncertain
2025-03-29 16:46:39.676318,Uncertain,Uncertain
2025-03-29 16:46:39.709806,Uncertain,Uncertain
2025-03-29 16:46:39.742062,Uncertain,Uncertain
2025-03-29 16:46:39.775729,Uncertain,Uncertain
2025-03-29 16:46:39.809693,Uncertain,Uncertain
2025-03-29 16:46:39.841810,Uncertain,Uncertain
2025-03-29 16:46:39.875344,Uncertain,Uncertain
2025-03-29 16:46:39.906950,Uncertain,Uncertain
2025-03-29 16:46:39.942645,Uncertain,Uncertain
2025-03-29 16:46:39.975650,Uncertain,Uncertain
2025-03-29 16:46:40.008847,Uncertain,Uncertain
2025-03-29 16:46:40.042501,Uncertain,Uncertain
2025-03-29 16:46:40.075677,Uncertain,Uncertain
2025-03-29 16:46:40.108535,Uncertain,Uncertain
2025-03-29 16:46:40.142015,Uncertain,Uncertain
2025-03-29 16:46:40.175760,Uncertain,Uncertain
2025-03-29 16:46:40.208624,Uncertain,Uncertain
2025-03-29 16:46:40.242101,Uncertain,Uncertain
2025-03-29 16:46:40.275715,Uncertain,Uncertain
2025-03-29 16:46:40.308626,Uncertain,Uncertain
2025-03-29 16:46:40.341839,Uncertain,Uncertain
2025-03-29 16:46:40.375403,Uncertain,Uncertain
2025-03-29 16:46:40.408942,Uncertain,Uncertain
2025-03-29 16:46:40.442377,Uncertain,Uncertain
