frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.032,0.98,1,0.43,0.44,1.61,0.35,0.00,0.04,0.49,0.00,0.39,0.17,0.17,0.47,0.31,0.54,0.54,0.51,0.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.664,0.98,1,1.27,0.07,2.51,0.00,0.00,0.00,0.36,0.00,0.51,0.37,0.00,0.00,0.83,0.22,0.85,0.05,2.17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3,0,0.764,0.98,1,0.70,0.76,2.49,0.03,0.00,0.00,0.55,0.00,0.53,0.57,0.03,0.40,0.38,0.58,0.64,0.20,0.61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0,0.947,0.98,1,0.62,0.19,1.52,0.19,0.00,0.00,0.14,0.00,0.48,0.37,0.00,0.49,0.00,0.46,0.88,0.60,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0,1.098,0.98,1,0.44,0.58,0.98,0.54,0.00,0.10,0.41,0.00,0.18,0.00,0.07,0.34,0.22,0.80,0.76,1.07,0.80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0,1.231,0.98,1,0.48,0.61,1.07,0.36,0.00,0.00,0.27,0.00,0.29,0.00,0.00,0.38,0.03,0.62,0.88,0.46,0.60,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0,1.365,0.98,1,0.29,0.27,1.01,0.62,0.00,0.01,0.47,0.00,0.38,0.07,0.00,0.43,0.05,0.53,1.03,0.49,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0,1.464,0.98,1,0.35,0.04,0.94,0.30,0.00,0.44,0.50,0.00,0.43,0.20,0.08,0.50,0.16,0.57,0.96,0.42,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0,1.530,0.98,1,0.59,0.47,0.89,0.31,0.00,0.36,0.39,0.00,0.40,0.00,0.00,0.38,0.32,0.58,0.38,0.66,0.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1.664,0.98,1,0.03,0.00,0.34,0.63,0.00,0.54,0.21,0.52,0.20,0.10,0.30,0.21,0.03,0.01,0.01,0.55,0.00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
