frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.031,0.98,1,0.43,0.44,0.90,0.35,0.00,1.92,0.49,0.00,0.00,0.00,0.17,0.47,0.31,0.54,0.54,0.51,0.66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,0,0.631,0.98,1,1.10,1.58,0.28,0.99,0.00,0.62,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.01,0.02,1.63,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,0,0.730,0.98,1,0.66,1.09,0.02,0.87,0.00,0.83,0.02,0.00,0.00,0.00,0.00,0.86,0.09,0.76,0.18,0.34,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0,0.797,0.98,1,0.62,1.14,0.00,1.18,0.00,0.73,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.83,0.22,0.38,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0,0.864,0.98,1,0.38,0.38,0.00,0.80,0.00,0.46,0.19,0.00,0.00,0.00,0.00,0.57,0.00,0.61,0.49,0.66,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0,0.931,0.98,1,0.27,0.61,0.00,0.70,0.00,0.83,0.26,0.00,0.00,0.00,0.00,0.43,0.00,0.64,0.43,0.47,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0,1.032,0.98,1,0.30,0.38,0.12,0.40,0.00,0.78,0.35,0.00,0.00,0.00,0.00,0.77,0.39,0.49,0.64,0.65,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0,1.097,0.98,1,0.33,0.61,0.27,0.77,0.00,1.21,0.51,0.00,0.00,0.00,0.15,0.31,0.44,0.46,0.93,0.32,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0,1.164,0.98,1,0.37,0.80,0.43,0.34,0.00,0.65,0.55,0.00,0.00,0.00,0.16,0.00,0.03,0.36,0.55,0.47,0.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1.232,0.98,1,0.15,0.54,0.39,0.04,0.19,0.14,0.42,0.47,0.33,0.50,0.55,0.50,0.62,0.00,0.38,0.11,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11,0,1.298,0.98,1,0.66,0.83,0.37,0.82,0.00,0.00,0.03,0.48,0.36,0.88,0.41,0.72,1.02,0.00,0.49,0.50,1.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12,0,1.364,0.98,1,0.20,0.48,0.49,0.12,0.16,0.01,0.35,0.67,0.32,1.12,0.71,0.72,1.10,0.04,0.54,0.31,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13,0,1.464,0.98,1,0.07,0.28,1.05,0.16,0.42,1.72,0.90,0.77,0.19,1.15,0.97,0.49,0.89,0.27,0.71,0.35,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
14,0,1.532,0.98,1,0.04,0.12,1.21,0.08,0.35,1.68,0.91,0.81,0.19,1.17,1.41,0.78,1.34,0.43,0.84,0.37,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
