frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.031,0.98,1,0.43,0.44,1.00,0.35,0.00,0.00,0.49,0.00,0.00,0.00,0.17,0.47,0.31,0.54,0.54,0.51,0.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.564,0.98,1,1.19,0.90,1.01,0.00,0.00,0.16,0.40,0.00,0.00,0.00,0.43,0.13,0.25,0.22,0.61,0.07,0.00,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.631,0.98,1,0.74,0.57,0.94,0.10,0.00,0.23,0.38,0.00,0.00,0.00,0.49,0.75,0.39,0.64,0.64,0.00,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0.697,0.98,1,0.66,0.62,0.77,0.38,0.00,0.00,0.24,0.00,0.00,0.00,0.38,0.80,0.31,0.58,0.31,0.00,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0.763,0.98,1,0.51,0.51,0.81,0.52,0.00,0.16,0.51,0.00,0.00,0.00,0.31,0.54,0.09,0.54,0.26,0.40,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0.830,0.98,1,0.56,0.84,0.72,0.35,0.00,0.06,0.25,0.00,0.00,0.00,0.30,0.33,0.34,0.59,0.44,0.38,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0.931,0.98,1,0.42,0.50,0.74,0.25,0.00,0.21,0.25,0.00,0.00,0.00,0.10,0.59,0.23,0.71,0.51,0.48,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,1.031,0.98,1,0.32,0.44,0.99,0.50,0.00,0.59,0.30,0.00,0.00,0.00,0.00,0.43,0.29,0.54,0.53,0.49,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1.098,0.98,1,0.52,0.70,1.09,0.48,0.00,0.42,0.39,0.00,0.00,0.00,0.02,0.23,0.13,0.47,0.65,0.56,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,1.165,0.98,1,0.03,0.00,0.00,0.20,0.02,0.20,0.00,0.27,0.06,0.31,0.00,0.22,0.00,0.41,0.21,0.62,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
