frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
11,0,1.031,0.98,1,0.04,0.04,0.14,0.59,0.00,0.12,0.10,0.14,0.17,0.12,0.56,0.42,0.47,0.60,0.48,0.68,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,1.166,0.98,1,0.00,0.00,0.33,0.97,0.08,0.42,0.24,0.04,0.03,0.01,0.18,0.98,0.36,1.60,0.42,0.66,0.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,1.331,0.98,1,0.02,0.51,0.10,0.44,0.00,0.45,0.27,0.51,0.03,0.10,0.36,0.25,0.16,0.77,0.25,0.57,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,1.431,0.98,1,0.24,0.20,0.13,0.27,0.02,0.49,0.26,0.36,0.02,0.03,0.44,0.02,0.26,0.71,0.43,0.36,0.90,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,0,1.531,0.98,1,0.14,0.00,0.21,0.44,0.15,0.56,0.32,0.26,0.00,0.19,0.53,0.63,0.16,0.75,0.23,0.42,0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,1.631,0.98,1,0.00,0.02,0.03,0.02,0.00,0.96,0.01,0.28,0.00,0.00,0.00,0.73,0.01,1.51,0.21,0.22,1.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0,1.864,0.98,1,0.39,0.89,0.31,1.13,0.03,0.57,0.20,0.43,0.00,0.06,0.36,0.43,0.33,0.97,0.16,0.26,0.79,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,0,2.031,0.98,1,0.48,0.80,0.41,1.47,0.02,0.63,0.00,0.30,0.21,0.26,0.19,0.66,0.14,0.69,0.66,0.06,0.82,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,0,2.098,0.98,1,0.19,0.35,0.47,0.66,0.02,0.70,0.32,0.09,0.04,0.56,0.58,0.72,0.32,0.77,0.36,0.00,0.92,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20,0,2.164,0.98,1,0.27,0.09,0.20,0.77,0.00,0.44,0.00,0.00,0.17,0.28,0.29,0.44,0.14,0.60,0.23,0.19,0.53,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,0,2.230,0.98,1,0.00,0.11,0.30,0.83,0.00,0.58,0.20,0.00,0.00,0.68,0.00,0.46,0.00,0.55,0.04,0.00,0.91,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,0,2.297,0.98,1,0.44,0.22,0.35,0.30,0.00,0.61,0.52,0.00,0.01,1.17,0.10,0.82,0.40,0.66,0.00,0.00,1.69,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
23,0,2.364,0.98,1,0.76,0.43,0.03,0.69,0.02,0.61,0.55,0.02,0.00,1.03,0.58,0.59,0.54,0.41,0.00,0.00,2.10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,0,2.430,0.98,1,0.39,0.03,0.00,0.59,0.17,0.66,0.77,0.04,0.20,0.82,0.49,0.93,0.79,0.25,0.00,0.00,1.53,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,2.500,0.98,1,0.04,0.69,0.05,0.33,0.37,1.35,0.97,0.24,0.10,0.16,0.63,0.69,0.56,0.33,0.00,0.00,2.20,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,0,2.564,0.98,1,0.19,0.07,0.00,0.00,0.14,1.98,1.10,0.29,0.04,0.00,1.20,0.79,0.01,0.64,0.00,0.00,1.34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27,0,2.631,0.98,1,0.49,0.55,0.04,0.80,0.30,1.38,1.28,0.17,0.06,0.00,1.69,0.91,0.59,0.03,0.00,0.00,1.22,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,2.699,0.98,1,0.63,0.89,0.29,0.99,0.36,1.62,1.22,0.71,0.10,1.05,1.49,0.82,0.80,0.00,0.02,0.01,1.29,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,0,2.764,0.98,1,0.71,0.99,0.37,0.24,0.33,1.40,1.02,0.83,0.25,1.64,0.80,0.48,1.73,0.00,0.41,0.37,1.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30,0,2.831,0.98,1,0.27,0.73,0.98,0.62,0.35,1.32,0.46,0.48,0.12,1.19,0.00,0.16,1.46,0.61,1.13,0.73,1.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
31,0,2.930,0.98,1,0.00,0.35,1.13,0.92,0.00,0.25,0.15,0.16,0.21,0.77,0.00,0.23,0.78,0.90,1.50,1.56,0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
32,0,3.030,0.98,1,0.04,0.78,1.39,1.06,0.00,0.88,0.08,0.23,0.21,0.80,0.00,0.21,0.68,1.02,1.47,2.00,0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
33,0,3.131,0.98,1,0.42,0.82,0.86,1.20,0.00,0.17,0.00,0.60,0.36,1.08,0.17,0.50,0.79,1.36,1.42,1.80,0.00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
34,0,3.197,0.98,1,0.00,0.38,1.28,1.08,0.00,1.05,0.00,0.25,0.17,0.93,0.09,0.65,0.51,1.55,1.55,2.02,0.00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
35,0,3.263,0.98,1,0.29,0.56,1.26,0.79,0.00,0.00,0.00,0.47,0.32,1.22,0.07,0.48,0.84,1.29,1.30,1.68,0.18,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
36,0,3.334,0.98,1,0.04,0.01,0.99,1.31,0.06,0.00,0.00,0.13,0.14,1.31,0.01,0.58,0.82,1.23,1.48,1.65,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
37,0,3.397,0.98,1,0.03,0.07,1.00,0.59,0.00,0.20,0.03,0.16,0.19,0.93,0.00,0.38,0.70,1.32,1.00,1.71,0.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,3.464,0.98,1,0.58,0.61,1.11,1.43,0.00,0.00,0.00,0.17,0.15,0.86,0.09,0.15,0.82,1.08,1.56,1.54,0.21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,0,3.530,0.98,1,0.16,0.27,0.73,1.20,0.08,0.38,0.31,0.33,0.21,1.01,0.11,0.32,0.94,1.16,1.07,1.52,0.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,0,3.597,0.98,1,0.49,0.42,0.45,1.69,0.00,0.00,0.24,0.19,0.25,1.14,0.00,0.11,1.18,0.56,1.44,1.57,2.52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
41,0,3.664,0.98,1,0.37,0.42,0.48,1.54,0.00,0.00,0.18,0.00,0.20,0.86,0.00,0.18,1.12,0.66,1.46,1.81,2.46,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
42,0,3.730,0.98,1,0.04,0.41,0.68,1.34,0.25,0.34,0.29,0.19,0.02,0.87,0.04,0.31,0.95,1.25,1.04,1.68,1.61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
43,0,3.798,0.98,1,0.15,0.00,0.47,1.12,0.31,1.04,0.26,0.24,0.14,0.50,0.19,0.55,0.75,1.38,1.09,1.86,0.62,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,0,3.864,0.98,1,0.00,0.00,0.79,1.27,0.40,0.30,0.05,0.39,0.03,0.30,0.05,0.45,1.00,1.49,0.98,1.57,0.09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,0,3.930,0.98,1,0.46,0.00,1.04,1.39,0.29,0.72,0.00,0.39,0.00,0.11,0.40,0.52,0.84,1.70,1.28,1.85,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,0,4.000,0.98,1,0.01,0.00,0.75,0.95,0.40,0.44,0.00,0.30,0.00,0.03,0.48,0.49,1.16,1.69,1.24,2.30,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,0,4.064,0.98,1,0.39,0.00,0.91,1.18,0.40,0.73,0.07,0.08,0.00,0.08,0.27,0.33,1.02,1.73,0.88,1.87,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,4.132,0.98,1,0.13,0.00,0.69,0.87,0.47,0.66,0.11,0.05,0.00,0.38,0.05,0.30,1.03,1.67,0.85,1.77,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,4.196,0.98,1,0.19,0.27,0.88,1.06,0.48,0.80,0.24,0.08,0.01,0.00,0.18,0.21,1.22,1.34,0.95,1.87,0.27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,4.264,0.98,1,0.11,0.00,0.61,1.16,0.37,0.22,0.26,0.00,0.00,0.31,0.17,0.02,0.93,1.27,0.57,1.58,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,4.332,0.98,1,0.30,0.03,0.86,1.28,0.35,1.00,0.19,0.09,0.10,0.31,0.44,0.09,0.95,1.08,0.65,1.50,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,4.396,0.98,1,0.59,0.46,0.74,0.85,0.37,0.81,0.21,0.10,0.08,0.41,0.44,0.43,0.82,1.00,0.85,1.78,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,0,4.463,0.98,1,0.57,0.39,0.47,1.18,0.31,0.69,0.30,0.03,0.05,0.44,0.32,0.36,0.70,1.03,0.39,1.59,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,4.564,0.98,1,0.46,0.34,0.63,1.31,0.44,0.82,0.29,0.21,0.10,0.29,0.17,0.31,0.96,1.12,0.75,1.62,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,4.666,0.98,1,0.47,0.30,0.51,0.63,0.00,0.00,0.09,0.00,0.06,0.40,0.39,0.37,1.25,0.59,0.80,1.66,2.54,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,0,4.730,0.98,1,0.39,0.57,0.52,0.56,0.31,0.00,0.20,0.00,0.14,0.42,0.43,0.37,1.06,0.75,0.94,1.69,2.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,0,4.796,0.98,1,0.39,0.48,0.72,0.39,0.46,0.74,0.27,0.22,0.13,0.37,0.43,0.24,0.80,0.84,0.91,1.77,0.76,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,4.864,0.98,1,0.55,1.06,0.52,0.62,0.51,0.57,0.26,0.09,0.24,0.47,0.51,0.28,0.77,0.89,0.62,1.77,0.50,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,4.932,0.98,1,0.77,1.04,0.60,0.46,0.53,0.25,0.31,0.32,0.23,0.50,0.39,0.24,0.99,0.77,0.99,1.88,0.40,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,4.997,0.98,1,0.59,1.05,0.55,0.26,0.51,0.89,0.37,0.30,0.30,0.58,0.40,0.64,0.71,0.61,0.44,1.41,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,5.063,0.98,1,0.65,0.83,0.59,0.02,0.43,0.99,0.36,0.30,0.15,0.44,0.40,0.35,0.69,0.72,0.40,1.36,0.94,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,5.130,0.98,1,0.66,0.95,0.56,0.33,0.59,1.52,0.58,0.21,0.11,0.53,0.48,0.27,0.79,0.63,0.31,1.04,0.85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0,5.196,0.98,1,0.69,1.20,0.60,0.35,0.54,1.43,0.54,0.41,0.15,0.61,0.61,0.31,0.75,0.44,0.55,1.10,0.60,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0,5.263,0.98,1,0.70,1.13,0.51,0.49,0.52,1.05,0.53,0.34,0.17,0.61,0.41,0.32,0.75,0.57,0.51,1.14,0.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0,5.331,0.98,1,0.86,1.41,0.51,0.75,0.59,0.85,0.49,0.36,0.15,0.48,0.51,0.36,0.91,0.39,0.60,1.11,0.51,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0,5.397,0.98,1,0.78,1.24,0.05,0.42,0.39,0.44,0.47,0.46,0.09,0.65,0.57,0.52,0.86,0.49,0.92,1.17,0.52,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,0,5.463,0.98,1,0.83,1.25,0.27,0.44,0.46,1.13,0.40,0.33,0.14,0.55,0.46,0.37,1.04,0.47,0.77,1.32,1.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0,5.530,0.98,1,0.94,1.19,0.38,0.01,0.34,0.91,0.59,0.32,0.19,0.71,0.57,0.60,0.84,0.19,0.81,1.22,1.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,0,5.597,0.98,1,1.13,1.00,0.39,0.61,0.33,0.58,0.47,0.15,0.19,0.37,0.51,0.32,0.64,0.39,0.82,1.10,1.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0,5.664,0.98,1,0.91,1.15,0.07,0.89,0.40,0.06,0.41,0.26,0.15,0.39,0.50,0.30,0.67,0.43,0.60,1.00,0.93,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0,5.730,0.98,1,1.00,1.20,0.39,0.38,0.31,0.19,0.44,0.34,0.11,0.66,0.63,0.47,0.72,0.41,0.59,0.98,1.16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0,5.798,0.98,1,0.69,0.92,0.35,0.42,0.28,0.61,0.43,0.31,0.14,0.52,0.48,0.35,0.59,0.49,0.43,0.99,1.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0,5.863,0.98,1,0.60,0.57,0.39,0.03,0.35,0.50,0.32,0.33,0.10,0.18,0.55,0.39,0.84,0.57,0.58,1.10,1.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0,5.929,0.98,1,0.55,0.45,0.17,0.07,0.25,0.07,0.57,0.24,0.05,0.26,0.66,0.15,0.62,0.54,0.50,0.87,0.80,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,5.998,0.98,1,0.62,0.53,0.11,0.00,0.30,0.43,0.43,0.06,0.14,0.31,0.61,0.27,0.72,0.46,0.58,1.03,0.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0,6.064,0.98,1,0.66,0.79,0.46,0.03,0.44,0.01,0.43,0.28,0.17,0.46,0.56,0.45,0.55,0.54,0.67,0.94,1.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,6.131,0.98,1,0.33,0.48,0.31,0.23,0.29,0.17,0.25,0.16,0.07,0.59,0.69,0.61,0.49,0.52,0.80,1.14,1.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,6.197,0.98,1,0.30,0.68,0.70,0.00,0.71,0.76,0.61,0.12,0.15,0.57,0.39,0.39,0.42,0.41,0.47,0.78,1.84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,0,6.264,0.98,1,0.23,0.09,0.63,0.00,0.65,1.06,0.57,0.36,0.09,0.36,0.62,0.58,0.43,0.46,0.49,0.74,1.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,0,6.329,0.98,1,0.23,0.01,0.64,0.00,0.60,0.21,0.65,0.20,0.06,0.50,0.57,0.62,0.59,0.45,0.23,0.78,1.42,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0,6.397,0.98,1,0.15,0.00,0.68,0.00,0.52,0.47,0.37,0.32,0.11,0.44,0.86,0.70,0.69,0.45,0.43,0.83,1.76,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
82,0,6.464,0.98,1,0.38,0.16,0.78,0.00,0.55,0.74,0.49,0.19,0.10,0.38,0.88,0.83,0.40,0.44,0.30,0.99,1.40,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
83,0,6.530,0.98,1,0.53,0.47,0.85,0.00,0.59,0.68,0.44,0.32,0.05,0.43,0.90,0.58,0.35,0.47,0.36,0.95,1.54,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,0,6.596,0.98,1,0.24,0.29,0.57,0.04,0.39,0.31,0.35,0.24,0.07,0.28,0.56,0.50,0.38,0.70,0.31,0.98,0.78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,6.662,0.98,1,0.33,0.20,0.70,0.39,0.49,0.59,0.45,0.07,0.10,0.10,0.72,0.56,0.45,0.75,0.42,0.93,0.83,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,6.730,0.98,1,0.38,0.00,0.37,0.46,0.44,0.16,0.33,0.08,0.05,0.22,0.73,0.35,0.41,0.71,0.29,0.88,0.69,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,6.796,0.98,1,0.55,0.06,1.00,0.43,0.42,0.30,0.31,0.15,0.07,0.16,0.67,0.62,0.49,0.70,0.14,0.96,1.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
