frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
19,0,1.596,0.98,1,0.07,0.06,0.21,0.15,0.14,0.15,0.27,0.11,0.05,0.19,0.21,0.19,0.24,0.16,0.09,0.17,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,0,1.661,0.98,1,0.11,0.30,0.19,0.04,0.08,0.21,0.26,0.11,0.08,0.08,0.25,0.13,0.06,0.13,0.08,0.13,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,0,1.728,0.98,1,0.04,0.00,0.22,0.23,0.11,0.29,0.32,0.00,0.07,0.10,0.18,0.17,0.00,0.16,0.11,0.24,0.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,0,1.796,0.98,1,0.21,0.28,0.16,0.22,0.06,0.22,0.23,0.04,0.05,0.06,0.17,0.16,0.17,0.13,0.06,0.18,0.50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,0,1.864,0.98,1,0.17,0.16,0.20,0.29,0.11,0.36,0.17,0.09,0.04,0.18,0.27,0.14,0.10,0.24,0.09,0.26,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0,1.930,0.98,1,0.10,0.04,0.19,0.32,0.08,0.44,0.20,0.02,0.02,0.12,0.15,0.14,0.18,0.20,0.07,0.26,0.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,0,1.995,0.98,1,0.08,0.20,0.16,0.37,0.13,0.41,0.15,0.17,0.06,0.24,0.25,0.16,0.16,0.20,0.05,0.29,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,0,2.061,0.98,1,0.05,0.18,0.21,0.49,0.12,0.48,0.09,0.00,0.05,0.12,0.28,0.09,0.02,0.29,0.11,0.19,0.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,0,2.130,0.98,1,0.09,0.25,0.10,0.31,0.15,0.33,0.07,0.07,0.08,0.00,0.21,0.03,0.03,0.21,0.07,0.27,0.09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,2.195,0.98,1,0.28,0.56,0.12,0.30,0.12,0.67,0.06,0.21,0.10,0.14,0.29,0.08,0.03,0.25,0.06,0.24,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,0,2.262,0.98,1,0.16,0.35,0.14,0.41,0.09,0.49,0.12,0.07,0.09,0.01,0.36,0.00,0.00,0.19,0.00,0.14,0.17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,0,2.330,0.98,1,0.18,0.13,0.12,0.38,0.07,0.26,0.15,0.05,0.03,0.00,0.33,0.00,0.21,0.10,0.00,0.04,0.10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,0,2.396,0.98,1,0.07,0.07,0.05,0.30,0.13,0.28,0.06,0.00,0.13,0.11,0.16,0.00,0.04,0.19,0.17,0.36,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,2.462,0.98,1,0.12,0.08,0.05,0.45,0.08,0.30,0.07,0.00,0.12,0.00,0.11,0.11,0.04,0.19,0.16,0.08,0.57,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,0,2.529,0.98,1,0.14,0.15,0.08,0.60,0.07,0.61,0.09,0.01,0.04,0.00,0.31,0.21,0.17,0.22,0.13,0.11,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,0,2.595,0.98,1,0.15,0.00,0.05,0.00,0.08,0.44,0.21,0.00,0.12,0.17,0.06,0.09,0.19,0.00,0.17,0.19,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,0,2.662,0.98,1,0.09,0.00,0.14,0.00,0.06,0.21,0.24,0.00,0.05,0.15,0.01,0.16,0.19,0.00,0.10,0.19,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36,0,2.729,0.98,1,0.29,0.12,0.03,0.53,0.00,0.00,0.00,0.00,0.00,0.45,0.09,0.02,0.38,0.00,0.18,0.00,2.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37,0,2.795,0.98,1,0.21,0.16,0.00,0.46,0.00,0.00,0.00,0.13,0.00,0.43,0.04,0.01,0.09,0.00,0.13,0.00,2.10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,0,2.862,0.98,1,0.00,0.00,0.16,0.01,0.02,0.03,0.12,0.02,0.00,0.05,0.02,0.09,0.18,0.08,0.09,0.28,1.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,0,2.929,0.98,1,0.12,0.27,0.00,0.00,0.05,0.73,0.24,0.15,0.00,0.18,0.24,0.23,0.16,0.12,0.15,0.20,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,0,2.996,0.98,1,0.14,0.28,0.18,0.00,0.07,0.02,0.16,0.12,0.00,0.05,0.07,0.19,0.30,0.05,0.00,0.00,1.40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41,0,3.062,0.98,1,0.03,0.08,0.16,0.02,0.12,0.10,0.12,0.08,0.05,0.00,0.16,0.20,0.14,0.10,0.03,0.25,1.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,0,3.129,0.98,1,0.06,0.00,0.16,0.18,0.11,0.14,0.08,0.31,0.04,0.03,0.24,0.11,0.02,0.09,0.00,0.26,1.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43,0,3.196,0.98,1,0.08,0.02,0.13,0.24,0.11,0.17,0.14,0.06,0.02,0.16,0.32,0.19,0.07,0.03,0.28,0.13,1.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44,0,3.262,0.98,1,0.17,0.16,0.20,0.10,0.01,0.01,0.08,0.00,0.06,0.04,0.10,0.06,0.39,0.02,0.26,0.16,1.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45,0,3.329,0.98,1,0.17,0.04,0.22,0.02,0.03,0.13,0.18,0.01,0.03,0.20,0.15,0.15,0.23,0.05,0.14,0.36,1.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46,0,3.394,0.98,1,0.10,0.09,0.31,0.37,0.01,0.04,0.11,0.02,0.03,0.02,0.26,0.15,0.18,0.11,0.02,0.16,1.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,0,3.528,0.98,1,0.28,0.33,0.30,0.54,0.04,0.48,0.16,0.00,0.00,0.03,0.15,0.00,0.40,0.06,0.15,0.18,1.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48,0,3.595,0.98,1,0.09,0.24,0.23,0.00,0.02,0.12,0.28,0.03,0.00,0.00,0.25,0.00,0.23,0.00,0.32,0.16,1.31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49,0,3.663,0.98,1,0.16,0.27,0.40,0.40,0.07,0.52,0.18,0.08,0.00,0.05,0.16,0.15,0.21,0.03,0.26,0.05,1.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50,0,3.729,0.98,1,0.13,0.16,0.32,0.27,0.03,0.34,0.09,0.10,0.00,0.16,0.15,0.00,0.24,0.02,0.28,0.24,1.18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51,0,3.796,0.98,1,0.16,0.00,0.40,0.34,0.09,0.33,0.20,0.13,0.01,0.19,0.43,0.04,0.22,0.04,0.28,0.14,1.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52,0,3.862,0.98,1,0.19,0.29,0.24,0.38,0.11,0.31,0.14,0.11,0.09,0.04,0.43,0.11,0.48,0.08,0.20,0.33,1.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
53,0,3.929,0.98,1,0.09,0.09,0.25,0.10,0.08,0.27,0.22,0.13,0.06,0.06,0.13,0.22,0.30,0.03,0.23,0.15,1.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54,0,3.996,0.98,1,0.05,0.03,0.24,0.17,0.09,0.13,0.21,0.00,0.12,0.11,0.25,0.06,0.36,0.14,0.23,0.18,1.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
55,0,4.063,0.98,1,0.00,0.09,0.33,0.20,0.08,0.13,0.14,0.00,0.00,0.13,0.23,0.11,0.16,0.17,0.11,0.17,1.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56,0,4.126,0.98,1,0.07,0.05,0.26,0.40,0.08,0.17,0.21,0.00,0.00,0.13,0.35,0.11,0.16,0.12,0.16,0.19,1.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
57,0,4.196,0.98,1,0.04,0.19,0.36,0.48,0.02,0.00,0.23,0.02,0.04,0.09,0.30,0.00,0.29,0.09,0.21,0.13,1.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
58,0,4.262,0.98,1,0.13,0.20,0.09,0.40,0.07,0.20,0.17,0.15,0.06,0.17,0.18,0.03,0.35,0.11,0.19,0.35,1.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
59,0,4.329,0.98,1,0.08,0.04,0.13,0.19,0.04,0.22,0.16,0.03,0.00,0.00,0.21,0.16,0.29,0.20,0.21,0.26,1.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,0,4.396,0.98,1,0.07,0.03,0.14,0.22,0.02,0.40,0.17,0.01,0.03,0.04,0.32,0.11,0.17,0.22,0.03,0.32,0.78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
61,0,4.462,0.98,1,0.13,0.03,0.15,0.42,0.06,0.23,0.04,0.20,0.08,0.18,0.29,0.10,0.27,0.20,0.00,0.12,1.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,0,4.528,0.98,1,0.09,0.02,0.21,0.29,0.10,0.11,0.16,0.05,0.06,0.11,0.32,0.19,0.31,0.17,0.13,0.08,0.60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63,0,4.595,0.98,1,0.15,0.23,0.22,0.31,0.12,0.18,0.20,0.03,0.03,0.02,0.33,0.23,0.27,0.19,0.14,0.15,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,0,4.662,0.98,1,0.12,0.20,0.24,0.29,0.07,0.60,0.21,0.00,0.04,0.15,0.36,0.32,0.33,0.23,0.05,0.30,0.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,0,4.729,0.98,1,0.10,0.26,0.24,0.44,0.12,0.47,0.32,0.16,0.02,0.07,0.27,0.28,0.03,0.24,0.08,0.16,0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,0,4.795,0.98,1,0.16,0.11,0.18,0.54,0.20,0.68,0.36,0.09,0.01,0.19,0.36,0.15,0.14,0.35,0.24,0.27,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,0,4.862,0.98,1,0.21,0.38,0.09,0.62,0.19,0.55,0.32,0.14,0.06,0.09,0.21,0.13,0.12,0.35,0.26,0.27,0.00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,0,4.928,0.98,1,0.31,0.44,0.10,0.68,0.17,0.74,0.21,0.01,0.02,0.14,0.48,0.21,0.06,0.51,0.18,0.05,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,0,4.995,0.98,1,0.29,0.56,0.13,0.63,0.09,0.69,0.05,0.11,0.00,0.03,0.28,0.15,0.03,0.41,0.21,0.10,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0,5.062,0.98,1,0.19,0.49,0.12,0.58,0.18,0.83,0.16,0.13,0.06,0.00,0.32,0.34,0.13,0.42,0.01,0.10,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,0,5.129,0.98,1,0.17,0.31,0.27,0.63,0.19,0.79,0.16,0.07,0.01,0.00,0.20,0.16,0.02,0.34,0.00,0.07,0.12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0,5.195,0.98,1,0.36,0.42,0.10,0.52,0.18,0.89,0.07,0.02,0.00,0.03,0.29,0.21,0.20,0.42,0.10,0.21,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0,5.262,0.98,1,0.26,0.40,0.11,0.28,0.16,0.61,0.02,0.04,0.03,0.02,0.33,0.18,0.18,0.38,0.03,0.12,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,0,5.329,0.98,1,0.37,0.47,0.07,0.31,0.12,0.51,0.00,0.07,0.06,0.14,0.36,0.24,0.11,0.26,0.23,0.10,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,0,5.395,0.98,1,0.31,0.52,0.12,0.30,0.16,0.66,0.01,0.09,0.02,0.06,0.37,0.29,0.04,0.29,0.14,0.20,0.10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,0,5.462,0.98,1,0.30,0.42,0.18,0.41,0.07,0.49,0.04,0.07,0.00,0.10,0.36,0.05,0.12,0.29,0.33,0.18,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,0,5.528,0.98,1,0.18,0.48,0.02,0.32,0.23,0.69,0.10,0.13,0.00,0.06,0.44,0.21,0.34,0.45,0.23,0.27,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,0,5.595,0.98,1,0.13,0.09,0.12,0.43,0.15,0.61,0.02,0.04,0.00,0.08,0.39,0.22,0.19,0.45,0.15,0.22,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,0,5.662,0.98,1,0.29,0.69,0.00,0.15,0.15,0.75,0.15,0.27,0.02,0.01,0.33,0.14,0.12,0.50,0.00,0.13,0.00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80,0,5.729,0.98,1,0.43,0.67,0.00,0.46,0.00,0.43,0.00,0.33,0.00,0.18,0.16,0.16,0.16,0.53,0.11,0.10,0.00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,0,5.795,0.98,1,0.30,0.53,0.02,0.47,0.06,0.32,0.00,0.11,0.07,0.12,0.24,0.36,0.06,0.50,0.04,0.06,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
82,0,5.862,0.98,1,0.19,0.31,0.15,0.64,0.07,0.67,0.00,0.19,0.06,0.00,0.16,0.20,0.50,0.33,0.07,0.21,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,0,5.928,0.98,1,0.13,0.51,0.00,0.21,0.11,0.48,0.00,0.24,0.02,0.10,0.09,0.20,0.04,0.43,0.07,0.25,0.00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,0,5.995,0.98,1,0.31,0.53,0.15,0.38,0.08,0.69,0.12,0.22,0.04,0.06,0.31,0.17,0.00,0.46,0.00,0.33,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,0,6.062,0.98,1,0.32,0.34,0.16,0.05,0.16,0.64,0.20,0.10,0.05,0.00,0.27,0.09,0.21,0.48,0.00,0.40,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,0,6.128,0.98,1,0.27,0.69,0.04,0.60,0.14,0.75,0.00,0.04,0.02,0.00,0.35,0.32,0.27,0.41,0.00,0.00,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,6.195,0.98,1,0.00,0.07,0.00,0.36,0.18,0.64,0.13,0.16,0.00,0.00,0.20,0.10,0.28,0.40,0.22,0.50,0.00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
