frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.026,0.98,1,0.43,0.44,0.00,0.35,0.57,0.00,0.49,1.52,0.80,1.92,0.17,0.47,0.31,0.54,0.54,0.51,0.66,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.459,0.98,1,0.56,0.64,0.00,0.16,0.21,0.00,0.42,1.51,0.66,1.90,0.01,0.16,0.29,0.06,0.70,0.15,0.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.558,0.98,1,0.57,0.62,0.00,0.63,0.17,0.00,0.35,1.41,0.67,2.41,0.33,0.63,0.47,0.48,1.32,0.56,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0.624,0.98,1,0.81,0.47,0.08,1.00,0.08,0.00,0.25,1.52,0.56,2.50,0.31,0.66,0.62,0.59,1.51,0.85,0.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0.725,0.98,1,0.64,0.64,0.00,0.49,0.00,0.00,0.41,1.13,0.53,2.30,0.20,0.35,0.64,0.39,0.73,0.63,0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0.825,0.98,1,0.85,0.82,0.16,0.81,0.10,0.00,0.25,0.99,0.60,2.48,0.22,0.21,0.53,0.28,0.58,0.41,0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0.891,0.98,1,0.59,0.65,0.09,0.79,0.16,0.00,0.27,1.19,0.58,2.30,0.33,0.69,0.29,0.65,0.61,0.60,0.83,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.958,0.98,1,0.46,0.19,0.00,0.43,0.27,0.00,0.40,1.28,0.69,2.31,0.22,0.72,0.57,0.50,0.95,0.55,0.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1.026,0.98,1,0.51,0.40,0.00,0.43,0.26,0.00,0.45,1.10,0.75,2.21,0.29,0.38,0.49,0.39,0.64,0.57,0.63,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,1.091,0.98,1,0.00,0.11,0.11,0.00,0.01,0.00,0.24,0.31,0.15,0.86,0.15,0.09,0.00,0.03,0.31,0.43,0.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,1.157,0.98,1,0.39,0.00,0.21,0.10,0.37,0.08,0.10,0.56,0.22,0.60,0.55,0.40,0.01,0.14,0.14,0.24,0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,1.224,0.98,1,0.00,0.01,0.14,0.61,0.17,0.03,0.13,0.20,0.14,0.32,0.12,0.52,0.01,0.69,0.05,0.02,0.41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,1.290,0.98,1,0.19,0.10,0.36,0.04,0.13,0.18,0.31,0.15,0.03,0.62,0.03,0.30,0.44,0.29,0.06,0.03,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,1.358,0.98,1,0.15,0.26,0.30,0.25,0.19,0.02,0.31,0.04,0.00,0.49,0.53,0.22,0.21,0.25,0.00,0.19,0.30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0,1.424,0.98,1,0.10,0.03,0.21,0.30,0.18,0.60,0.15,0.23,0.06,0.38,0.53,0.45,0.20,0.32,0.05,0.15,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,1.490,0.98,1,0.38,0.49,0.41,0.61,0.26,0.24,0.39,0.23,0.15,0.52,0.54,0.21,0.65,0.15,0.12,0.48,0.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0,1.557,0.98,1,0.17,0.10,0.31,0.17,0.18,0.00,0.17,0.42,0.18,0.30,0.00,0.19,0.22,0.44,0.33,0.20,0.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,1.624,0.98,1,0.00,0.39,0.21,0.30,0.16,0.47,0.33,0.38,0.03,0.46,0.20,0.20,0.35,0.29,0.02,0.05,0.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,1.698,0.98,1,0.01,0.25,0.44,0.25,0.18,0.06,0.40,0.52,0.08,0.63,0.34,0.16,0.13,0.19,0.43,0.21,0.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,1.792,0.98,1,0.00,0.00,0.04,0.29,0.17,0.00,0.21,0.56,0.06,0.00,0.26,0.63,0.02,1.34,0.00,0.18,0.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0,1.925,0.98,1,0.00,0.00,0.26,0.33,0.08,0.03,0.17,0.00,0.00,0.15,0.00,0.48,0.01,0.81,0.00,0.29,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,1.991,0.98,1,0.01,0.03,0.11,0.35,0.03,0.00,0.14,0.14,0.00,0.67,0.04,0.02,0.39,0.67,0.34,0.46,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0,2.059,0.98,1,0.03,0.43,0.12,0.74,0.11,0.55,0.07,0.00,0.02,0.40,0.11,0.04,0.23,0.64,0.20,0.71,0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0,2.124,0.98,1,0.02,0.17,0.00,0.13,0.00,0.74,0.33,0.00,0.03,0.48,0.15,0.01,0.37,0.40,0.30,0.22,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,2.191,0.98,1,0.02,0.10,0.04,0.58,0.00,0.85,0.18,0.00,0.01,0.12,0.43,0.05,0.45,0.56,0.00,0.37,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,2.258,0.98,1,0.09,0.05,0.00,0.49,0.00,0.56,0.31,0.10,0.12,0.75,0.01,0.30,0.24,0.53,0.47,0.58,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,2.325,0.98,1,0.14,0.51,0.10,0.55,0.06,0.50,0.40,0.04,0.08,0.54,0.09,0.04,0.07,0.52,0.19,0.13,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,2.392,0.98,1,0.16,0.25,0.33,0.12,0.00,0.57,0.48,0.02,0.08,0.43,0.03,0.00,0.03,0.55,0.22,0.20,0.27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,2.458,0.98,1,0.28,0.08,0.26,0.54,0.09,0.29,0.14,0.29,0.06,0.48,0.40,0.12,0.36,0.32,0.02,0.33,0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,2.527,0.98,1,0.34,0.35,0.01,0.33,0.00,0.19,0.19,0.47,0.18,0.47,0.00,0.17,0.02,0.29,0.00,0.82,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,2.592,0.98,1,0.00,0.30,0.00,0.07,0.23,0.20,0.00,0.00,0.27,0.12,0.24,0.60,0.00,0.85,0.15,0.00,0.00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,2.658,0.88,1,0.00,0.00,1.19,0.33,0.00,0.71,0.60,0.00,0.46,0.00,0.08,0.82,0.00,1.47,0.00,0.53,0.49,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,2.727,0.88,1,0.00,0.00,0.83,0.00,0.41,0.04,0.30,0.00,0.45,0.00,0.00,0.56,0.00,1.88,0.20,1.15,0.06,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
34,0,2.891,0.93,1,0.01,0.00,0.43,0.00,0.02,0.00,0.34,0.00,0.05,0.00,0.00,0.70,0.00,1.36,0.05,0.62,0.40,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
35,0,3.058,0.93,1,0.43,0.24,0.17,0.85,0.09,0.19,0.30,0.00,0.00,0.00,0.00,0.47,0.02,1.27,0.04,0.57,0.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
36,0,3.225,0.98,1,0.32,0.39,0.62,0.15,0.07,0.41,0.00,0.00,0.33,0.04,0.02,1.07,0.02,1.60,0.19,0.76,0.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
37,0,3.394,0.98,1,0.08,0.02,1.85,0.00,0.22,1.04,0.00,0.00,0.07,0.25,0.25,1.12,0.03,1.89,0.41,0.89,0.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
38,0,3.558,0.98,1,0.99,1.10,0.85,1.48,0.25,0.15,0.18,0.01,0.02,0.46,0.27,0.80,0.78,1.76,0.00,0.34,0.00,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
39,0,3.724,0.98,1,1.21,1.04,0.97,1.23,0.23,0.64,0.14,0.00,0.16,1.09,0.47,0.52,0.92,1.27,0.23,0.33,0.08,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
40,0,3.793,0.98,1,1.92,1.86,1.39,1.97,0.12,0.00,0.00,0.03,0.14,1.83,0.29,0.56,0.56,0.89,0.32,0.88,2.11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
41,0,3.858,0.98,1,1.77,1.56,1.13,1.07,0.24,0.25,0.03,0.08,0.19,1.68,0.27,0.14,0.77,0.79,0.37,0.30,1.74,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
42,0,3.924,0.98,1,1.50,1.34,1.21,0.85,0.29,0.43,0.09,0.00,0.09,1.85,0.36,0.39,0.69,0.99,0.23,0.58,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
43,0,3.994,0.98,1,1.58,1.73,1.18,0.80,0.15,0.33,0.08,0.08,0.08,1.52,0.47,0.23,0.51,1.00,0.31,0.58,0.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
44,0,4.057,0.98,1,1.51,1.77,0.70,1.17,0.00,0.21,0.16,0.00,0.00,1.40,0.20,0.08,0.59,0.99,0.47,0.61,0.20,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45,0,4.125,0.98,1,0.82,1.28,0.22,0.73,0.12,0.00,0.00,0.00,0.03,0.50,0.02,0.55,0.54,0.88,0.92,0.94,0.06,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
46,0,4.191,0.98,1,0.31,0.27,1.23,0.00,0.14,1.23,0.02,0.00,0.00,0.00,0.00,0.50,0.00,1.27,0.25,1.11,0.61,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
47,0,4.327,0.98,1,0.00,0.00,0.33,0.00,0.14,1.42,0.11,0.41,0.03,0.00,0.00,0.09,0.00,1.29,0.23,0.98,1.13,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48,0,4.491,0.98,1,0.00,0.48,0.00,0.36,0.00,1.00,0.49,0.86,0.00,0.29,0.00,0.21,0.80,0.66,0.00,0.34,0.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,0,4.657,0.98,1,0.32,0.57,0.00,0.03,0.00,1.31,0.34,0.70,0.01,0.81,0.07,0.00,0.54,0.00,0.00,0.16,0.54,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,4.724,0.98,1,0.39,0.51,0.00,0.08,0.00,1.18,0.46,0.61,0.08,1.02,0.00,0.00,0.33,0.00,0.00,0.13,0.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,4.793,0.98,1,0.40,0.52,0.00,0.19,0.00,1.22,0.31,0.53,0.00,1.12,0.00,0.00,0.48,0.00,0.00,0.09,0.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,4.856,0.98,1,0.21,0.41,0.00,0.00,0.00,0.77,0.35,0.38,0.01,1.05,0.00,0.00,0.46,0.00,0.00,0.03,0.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,4.956,0.98,1,0.37,0.42,0.09,0.00,0.00,1.14,0.35,0.30,0.06,1.14,0.15,0.00,0.66,0.00,0.00,0.06,0.80,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,5.024,0.98,1,0.31,0.54,0.15,0.15,0.00,1.17,0.48,0.35,0.02,1.09,0.01,0.00,0.57,0.00,0.00,0.02,0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,5.124,0.98,1,0.63,0.83,0.06,0.00,0.00,0.92,0.20,0.57,0.00,0.95,0.03,0.00,0.43,0.00,0.02,0.41,1.24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,5.192,0.98,1,0.40,0.54,0.09,0.00,0.00,1.60,0.24,0.57,0.00,0.76,0.16,0.00,0.44,0.00,0.10,0.13,1.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,5.258,0.98,1,0.57,0.85,0.00,0.20,0.00,1.37,0.18,0.31,0.00,0.76,0.20,0.00,0.83,0.00,0.00,0.20,1.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
